Point_ID,Die_ID,VDD_V,Frequency_GHz,Test_Result,Failure_Code,Margin_GHz,Timing_ns,Current_mA,Temperature_C
19,D0001,0.7,2.025,FAIL,MARGINALITY_VDDL_FAIL,-1.185,0.494,184.7,25.0
20,D0001,0.7,2.104,FAIL,MARGINALITY_VDDL_FAIL,-1.264,0.475,188.5,25.0
21,D0001,0.7,2.183,FAIL,MARGINALITY_VDDL_FAIL,-1.343,0.458,192.3,25.0
22,D0001,0.7,2.262,FAIL,MARGINALITY_VDDL_FAIL,-1.422,0.442,196.1,25.0
23,D0001,0.7,2.342,FAIL,MARGINALITY_VDDL_FAIL,-1.502,0.427,199.9,25.0
24,D0001,0.7,2.421,FAIL,MARGINALITY_VDDL_FAIL,-1.581,0.413,203.7,25.0
25,D0001,0.7,2.5,FAIL,MARGINALITY_VDDL_FAIL,-1.66,0.4,207.5,25.0
26,D0001,0.726,0.6,PASS,NA,0.323,1.667,119.6,25.0
27,D0001,0.726,0.679,PASS,NA,0.244,1.473,123.3,25.0
28,D0001,0.726,0.758,PASS,NA,0.165,1.319,127.1,25.0
29,D0001,0.726,0.837,PASS,NA,0.086,1.195,130.9,25.0
30,D0001,0.726,0.917,FAIL,MARGINALITY_VDDL_FAIL,0.006,1.091,134.8,25.0
31,D0001,0.726,0.996,FAIL,MARGINALITY_VDDL_FAIL,-0.073,1.004,138.6,25.0
32,D0001,0.726,1.075,FAIL,MARGINALITY_VDDL_FAIL,-0.152,0.93,142.4,25.0
33,D0001,0.726,1.154,FAIL,MARGINALITY_VDDL_FAIL,-0.231,0.867,146.1,25.0
34,D0001,0.726,1.233,FAIL,MARGINALITY_VDDL_FAIL,-0.31,0.811,149.9,25.0
35,D0001,0.726,1.312,FAIL,MARGINALITY_VDDL_FAIL,-0.389,0.762,153.7,25.0
36,D0001,0.726,1.392,FAIL,MARGINALITY_VDDL_FAIL,-0.469,0.718,157.6,25.0
37,D0001,0.726,1.471,FAIL,MARGINALITY_VDDL_FAIL,-0.548,0.68,161.4,25.0
38,D0001,0.726,1.55,FAIL,MARGINALITY_VDDL_FAIL,-0.627,0.645,165.2,25.0
39,D0001,0.726,1.629,FAIL,MARGINALITY_VDDL_FAIL,-0.706,0.614,168.9,25.0
40,D0001,0.726,1.708,FAIL,MARGINALITY_VDDL_FAIL,-0.785,0.585,172.7,25.0
41,D0001,0.726,1.788,FAIL,MARGINALITY_VDDL_FAIL,-0.865,0.559,176.6,25.0
42,D0001,0.726,1.867,FAIL,MARGINALITY_VDDL_FAIL,-0.944,0.536,180.4,25.0
43,D0001,0.726,1.946,FAIL,MARGINALITY_VDDL_FAIL,-1.023,0.514,184.2,25.0
44,D0001,0.726,2.025,FAIL,MARGINALITY_VDDL_FAIL,-1.102,0.494,188.0,25.0
45,D0001,0.726,2.104,FAIL,MARGINALITY_VDDL_FAIL,-1.181,0.475,191.7,25.0
46,D0001,0.726,2.183,FAIL,MARGINALITY_VDDL_FAIL,-1.26,0.458,195.5,25.0
47,D0001,0.726,2.262,FAIL,MARGINALITY_VDDL_FAIL,-1.339,0.442,199.3,25.0
48,D0001,0.726,2.342,FAIL,MARGINALITY_VDDL_FAIL,-1.419,0.427,203.2,25.0
49,D0001,0.726,2.421,FAIL,MARGINALITY_VDDL_FAIL,-1.498,0.413,207.0,25.0
50,D0001,0.726,2.5,FAIL,MARGINALITY_VDDL_FAIL,-1.577,0.4,210.8,25.0
51,D0001,0.753,0.6,PASS,NA,0.41,1.667,122.9,25.0
52,D0001,0.753,0.679,PASS,NA,0.331,1.473,126.7,25.0
53,D0001,0.753,0.758,PASS,NA,0.252,1.319,130.5,25.0
54,D0001,0.753,0.837,PASS,NA,0.173,1.195,134.3,25.0
55,D0001,0.753,0.917,FAIL,MARGINALITY_VDDL_FAIL,0.093,1.091,138.1,25.0
56,D0001,0.753,0.996,FAIL,MARGINALITY_VDDL_FAIL,0.014,1.004,141.9,25.0
57,D0001,0.753,1.075,FAIL,MARGINALITY_VDDL_FAIL,-0.065,0.93,145.7,25.0
58,D0001,0.753,1.154,FAIL,MARGINALITY_VDDL_FAIL,-0.144,0.867,149.5,25.0
59,D0001,0.753,1.233,FAIL,MARGINALITY_VDDL_FAIL,-0.223,0.811,153.3,25.0
60,D0001,0.753,1.312,FAIL,MARGINALITY_VDDL_FAIL,-0.302,0.762,157.1,25.0
61,D0001,0.753,1.392,FAIL,MARGINALITY_VDDL_FAIL,-0.382,0.718,160.9,25.0
62,D0001,0.753,1.471,FAIL,MARGINALITY_VDDL_FAIL,-0.461,0.68,164.7,25.0
63,D0001,0.753,1.55,FAIL,MARGINALITY_VDDL_FAIL,-0.54,0.645,168.5,25.0
64,D0001,0.753,1.629,FAIL,MARGINALITY_VDDL_FAIL,-0.619,0.614,172.3,25.0
65,D0001,0.753,1.708,FAIL,MARGINALITY_VDDL_FAIL,-0.698,0.585,176.1,25.0
66,D0001,0.753,1.788,FAIL,MARGINALITY_VDDL_FAIL,-0.778,0.559,179.9,25.0
67,D0001,0.753,1.867,FAIL,MARGINALITY_VDDL_FAIL,-0.857,0.536,183.7,25.0
68,D0001,0.753,1.946,FAIL,MARGINALITY_VDDL_FAIL,-0.936,0.514,187.5,25.0
69,D0001,0.753,2.025,FAIL,MARGINALITY_VDDL_FAIL,-1.015,0.494,191.3,25.0
70,D0001,0.753,2.104,FAIL,MARGINALITY_VDDL_FAIL,-1.094,0.475,195.1,25.0
71,D0001,0.753,2.183,FAIL,MARGINALITY_VDDL_FAIL,-1.173,0.458,198.9,25.0
72,D0001,0.753,2.262,FAIL,MARGINALITY_VDDL_FAIL,-1.252,0.442,202.7,25.0
73,D0001,0.753,2.342,FAIL,MARGINALITY_VDDL_FAIL,-1.332,0.427,206.5,25.0
74,D0001,0.753,2.421,FAIL,MARGINALITY_VDDL_FAIL,-1.411,0.413,210.3,25.0
75,D0001,0.753,2.5,FAIL,MARGINALITY_VDDL_FAIL,-1.49,0.4,214.1,25.0
76,D0001,0.779,0.6,PASS,NA,0.493,1.667,126.2,25.0
77,D0001,0.779,0.679,PASS,NA,0.414,1.473,130.0,25.0
78,D0001,0.779,0.758,PASS,NA,0.335,1.319,133.8,25.0
79,D0001,0.779,0.837,PASS,NA,0.256,1.195,137.6,25.0
80,D0001,0.779,0.917,FAIL,MARGINALITY_VDDL_FAIL,0.176,1.091,141.4,25.0
81,D0001,0.779,0.996,FAIL,MARGINALITY_VDDL_FAIL,0.097,1.004,145.2,25.0
82,D0001,0.779,1.075,FAIL,MARGINALITY_VDDL_FAIL,0.018,0.93,149.0,25.0
83,D0001,0.779,1.154,FAIL,MARGINALITY_VDDL_FAIL,-0.061,0.867,152.8,25.0
84,D0001,0.779,1.233,FAIL,MARGINALITY_VDDL_FAIL,-0.14,0.811,156.6,25.0
85,D0001,0.779,1.312,FAIL,MARGINALITY_VDDL_FAIL,-0.219,0.762,160.4,25.0
86,D0001,0.779,1.392,FAIL,MARGINALITY_VDDL_FAIL,-0.299,0.718,164.2,25.0
87,D0001,0.779,1.471,FAIL,MARGINALITY_VDDL_FAIL,-0.378,0.68,168.0,25.0
88,D0001,0.779,1.55,FAIL,MARGINALITY_VDDL_FAIL,-0.457,0.645,171.8,25.0
89,D0001,0.779,1.629,FAIL,MARGINALITY_VDDL_FAIL,-0.536,0.614,175.6,25.0
90,D0001,0.779,1.708,FAIL,MARGINALITY_VDDL_FAIL,-0.615,0.585,179.4,25.0
91,D0001,0.779,1.788,FAIL,MARGINALITY_VDDL_FAIL,-0.695,0.559,183.2,25.0
92,D0001,0.779,1.867,FAIL,MARGINALITY_VDDL_FAIL,-0.774,0.536,187.0,25.0
93,D0001,0.779,1.946,FAIL,MARGINALITY_VDDL_FAIL,-0.853,0.514,190.8,25.0
94,D0001,0.779,2.025,FAIL,MARGINALITY_VDDL_FAIL,-0.932,0.494,194.6,25.0
95,D0001,0.779,2.104,FAIL,MARGINALITY_VDDL_FAIL,-1.011,0.475,198.4,25.0
96,D0001,0.779,2.183,FAIL,MARGINALITY_VDDL_FAIL,-1.09,0.458,202.2,25.0
97,D0001,0.779,2.262,FAIL,MARGINALITY_VDDL_FAIL,-1.169,0.442,206.0,25.0
98,D0001,0.779,2.342,FAIL,MARGINALITY_VDDL_FAIL,-1.249,0.427,209.8,25.0
99,D0001,0.779,2.421,FAIL,MARGINALITY_VDDL_FAIL,-1.328,0.413,213.6,25.0
100,D0001,0.779,2.5,FAIL,MARGINALITY_VDDL_FAIL,-1.407,0.4,217.4,25.0
101,D0001,0.805,0.6,PASS,NA,0.576,1.667,129.4,25.0
102,D0001,0.805,0.679,PASS,NA,0.497,1.473,133.2,25.0
103,D0001,0.805,0.758,PASS,NA,0.418,1.319,137.0,25.0
104,D0001,0.805,0.837,PASS,NA,0.339,1.195,140.8,25.0
105,D0001,0.805,0.917,FAIL,MARGINALITY_VDDL_FAIL,0.259,1.091,144.6,25.0
106,D0001,0.805,0.996,FAIL,MARGINALITY_VDDL_FAIL,0.18,1.004,148.4,25.0
107,D0001,0.805,1.075,FAIL,MARGINALITY_VDDL_FAIL,0.101,0.93,152.2,25.0
108,D0001,0.805,1.154,FAIL,MARGINALITY_VDDL_FAIL,0.022,0.867,156.0,25.0
109,D0001,0.805,1.233,FAIL,MARGINALITY_VDDL_FAIL,-0.057,0.811,159.8,25.0
110,D0001,0.805,1.312,FAIL,MARGINALITY_VDDL_FAIL,-0.136,0.762,163.6,25.0
111,D0001,0.805,1.392,FAIL,MARGINALITY_VDDL_FAIL,-0.216,0.718,167.4,25.0
112,D0001,0.805,1.471,FAIL,MARGINALITY_VDDL_FAIL,-0.295,0.68,171.2,25.0
113,D0001,0.805,1.55,FAIL,MARGINALITY_VDDL_FAIL,-0.374,0.645,175.0,25.0
114,D0001,0.805,1.629,FAIL,MARGINALITY_VDDL_FAIL,-0.453,0.614,178.8,25.0
115,D0001,0.805,1.708,FAIL,MARGINALITY_VDDL_FAIL,-0.532,0.585,182.6,25.0
116,D0001,0.805,1.788,FAIL,MARGINALITY_VDDL_FAIL,-0.612,0.559,186.4,25.0
117,D0001,0.805,1.867,FAIL,MARGINALITY_VDDL_FAIL,-0.691,0.536,190.2,25.0
118,D0001,0.805,1.946,FAIL,MARGINALITY_VDDL_FAIL,-0.77,0.514,194.0,25.0
119,D0001,0.805,2.025,FAIL,MARGINALITY_VDDL_FAIL,-0.849,0.494,197.8,25.0
120,D0001,0.805,2.104,FAIL,MARGINALITY_VDDL_FAIL,-0.928,0.475,201.6,25.0
121,D0001,0.805,2.183,FAIL,MARGINALITY_VDDL_FAIL,-1.007,0.458,205.4,25.0
122,D0001,0.805,2.262,FAIL,MARGINALITY_VDDL_FAIL,-1.086,0.442,209.2,25.0
123,D0001,0.805,2.342,FAIL,MARGINALITY_VDDL_FAIL,-1.166,0.427,213.0,25.0
124,D0001,0.805,2.421,FAIL,MARGINALITY_VDDL_FAIL,-1.245,0.413,216.8,25.0
125,D0001,0.805,2.5,FAIL,MARGINALITY_VDDL_FAIL,-1.324,0.4,220.6,25.0
126,D0001,0.832,0.6,PASS,NA,0.662,1.667,132.8,25.0
127,D0001,0.832,0.679,PASS,NA,0.583,1.473,136.6,25.0
128,D0001,0.832,0.758,PASS,NA,0.504,1.319,140.4,25.0
129,D0001,0.832,0.837,PASS,NA,0.425,1.195,144.2,25.0
130,D0001,0.832,0.917,PASS,NA,0.345,1.091,148.0,25.0
131,D0001,0.832,0.996,PASS,NA,0.266,1.004,151.8,25.0
132,D0001,0.832,1.075,PASS,NA,0.187,0.93,155.6,25.0
133,D0001,0.832,1.154,PASS,NA,0.108,0.867,159.4,25.0
134,D0001,0.832,1.233,PASS,NA,0.029,0.811,163.2,25.0
135,D0001,0.832,1.312,FAIL,FREQ_MARGIN,-0.05,0.762,167.0,25.0
136,D0001,0.832,1.392,FAIL,FREQ_MARGIN,-0.13,0.718,170.8,25.0
137,D0001,0.832,1.471,FAIL,FREQ_MARGIN,-0.209,0.68,174.6,25.0
138,D0001,0.832,1.55,FAIL,FREQ_MARGIN,-0.288,0.645,178.4,25.0
139,D0001,0.832,1.629,FAIL,FREQ_MARGIN,-0.367,0.614,182.2,25.0
140,D0001,0.832,1.708,FAIL,FREQ_MARGIN,-0.446,0.585,186.0,25.0
141,D0001,0.832,1.788,FAIL,FREQ_MARGIN,-0.526,0.559,189.8,25.0
142,D0001,0.832,1.867,FAIL,FREQ_MARGIN,-0.605,0.536,193.6,25.0
143,D0001,0.832,1.946,FAIL,FREQ_MARGIN,-0.684,0.514,197.4,25.0
144,D0001,0.832,2.025,FAIL,FREQ_MARGIN,-0.763,0.494,201.2,25.0
145,D0001,0.832,2.104,FAIL,FREQ_MARGIN,-0.842,0.475,205.0,25.0
146,D0001,0.832,2.183,FAIL,FREQ_MARGIN,-0.921,0.458,208.8,25.0
147,D0001,0.832,2.262,FAIL,FREQ_MARGIN,-1.0,0.442,212.6,25.0
148,D0001,0.832,2.342,FAIL,FREQ_MARGIN,-1.08,0.427,216.4,25.0
149,D0001,0.832,2.421,FAIL,FREQ_MARGIN,-1.159,0.413,220.2,25.0
150,D0001,0.832,2.5,FAIL,FREQ_MARGIN,-1.238,0.4,224.0,25.0
151,D0001,0.858,0.6,PASS,NA,0.746,1.667,136.0,25.0
152,D0001,0.858,0.679,PASS,NA,0.667,1.473,139.8,25.0
153,D0001,0.858,0.758,PASS,NA,0.588,1.319,143.6,25.0
154,D0001,0.858,0.837,PASS,NA,0.509,1.195,147.4,25.0
155,D0001,0.858,0.917,PASS,NA,0.429,1.091,151.3,25.0
156,D0001,0.858,0.996,PASS,NA,0.35,1.004,155.1,25.0
157,D0001,0.858,1.075,PASS,NA,0.271,0.93,158.8,25.0
158,D0001,0.858,1.154,PASS,NA,0.192,0.867,162.6,25.0
159,D0001,0.858,1.233,PASS,NA,0.113,0.811,166.4,25.0
160,D0001,0.858,1.312,PASS,NA,0.034,0.762,170.2,25.0
161,D0001,0.858,1.392,FAIL,FREQ_MARGIN,-0.046,0.718,174.1,25.0
162,D0001,0.858,1.471,FAIL,FREQ_MARGIN,-0.125,0.68,177.9,25.0
163,D0001,0.858,1.55,FAIL,FREQ_MARGIN,-0.204,0.645,181.6,25.0
164,D0001,0.858,1.629,FAIL,FREQ_MARGIN,-0.283,0.614,185.4,25.0
165,D0001,0.858,1.708,FAIL,FREQ_MARGIN,-0.362,0.585,189.2,25.0
166,D0001,0.858,1.788,FAIL,FREQ_MARGIN,-0.442,0.559,193.1,25.0
167,D0001,0.858,1.867,FAIL,FREQ_MARGIN,-0.521,0.536,196.9,25.0
168,D0001,0.858,1.946,FAIL,FREQ_MARGIN,-0.6,0.514,200.7,25.0
169,D0001,0.858,2.025,FAIL,FREQ_MARGIN,-0.679,0.494,204.4,25.0
170,D0001,0.858,2.104,FAIL,FREQ_MARGIN,-0.758,0.475,208.2,25.0
171,D0001,0.858,2.183,FAIL,FREQ_MARGIN,-0.837,0.458,212.0,25.0
172,D0001,0.858,2.262,FAIL,FREQ_MARGIN,-0.916,0.442,215.8,25.0
173,D0001,0.858,2.342,FAIL,FREQ_MARGIN,-0.996,0.427,219.7,25.0
174,D0001,0.858,2.421,FAIL,FREQ_MARGIN,-1.075,0.413,223.5,25.0
175,D0001,0.858,2.5,FAIL,FREQ_MARGIN,-1.154,0.4,227.2,25.0
176,D0001,0.884,0.6,PASS,NA,0.829,1.667,139.3,25.0
177,D0001,0.884,0.679,PASS,NA,0.75,1.473,143.1,25.0
178,D0001,0.884,0.758,PASS,NA,0.671,1.319,146.9,25.0
179,D0001,0.884,0.837,PASS,NA,0.592,1.195,150.7,25.0
180,D0001,0.884,0.917,PASS,NA,0.512,1.091,154.5,25.0
181,D0001,0.884,0.996,PASS,NA,0.433,1.004,158.3,25.0
182,D0001,0.884,1.075,PASS,NA,0.354,0.93,162.1,25.0
183,D0001,0.884,1.154,PASS,NA,0.275,0.867,165.9,25.0
184,D0001,0.884,1.233,PASS,NA,0.196,0.811,169.7,25.0
185,D0001,0.884,1.312,PASS,NA,0.117,0.762,173.5,25.0
186,D0001,0.884,1.392,PASS,NA,0.037,0.718,177.3,25.0
187,D0001,0.884,1.471,FAIL,FREQ_MARGIN,-0.042,0.68,181.1,25.0
188,D0001,0.884,1.55,FAIL,FREQ_MARGIN,-0.121,0.645,184.9,25.0
189,D0001,0.884,1.629,FAIL,FREQ_MARGIN,-0.2,0.614,188.7,25.0
190,D0001,0.884,1.708,FAIL,FREQ_MARGIN,-0.279,0.585,192.5,25.0
191,D0001,0.884,1.788,FAIL,FREQ_MARGIN,-0.359,0.559,196.3,25.0
192,D0001,0.884,1.867,FAIL,FREQ_MARGIN,-0.438,0.536,200.1,25.0
193,D0001,0.884,1.946,FAIL,FREQ_MARGIN,-0.517,0.514,203.9,25.0
194,D0001,0.884,2.025,FAIL,FREQ_MARGIN,-0.596,0.494,207.7,25.0
195,D0001,0.884,2.104,FAIL,FREQ_MARGIN,-0.675,0.475,211.5,25.0
196,D0001,0.884,2.183,FAIL,FREQ_MARGIN,-0.754,0.458,215.3,25.0
197,D0001,0.884,2.262,FAIL,FREQ_MARGIN,-0.833,0.442,219.1,25.0
198,D0001,0.884,2.342,FAIL,FREQ_MARGIN,-0.913,0.427,222.9,25.0
199,D0001,0.884,2.421,FAIL,FREQ_MARGIN,-0.992,0.413,226.7,25.0
200,D0001,0.884,2.5,FAIL,FREQ_MARGIN,-1.071,0.4,230.5,25.0
201,D0001,0.911,0.6,PASS,NA,0.915,1.667,142.7,25.0
202,D0001,0.911,0.679,PASS,NA,0.836,1.473,146.5,25.0
203,D0001,0.911,0.758,PASS,NA,0.757,1.319,150.3,25.0
204,D0001,0.911,0.837,PASS,NA,0.678,1.195,154.1,25.0
205,D0001,0.911,0.917,PASS,NA,0.598,1.091,157.9,25.0
206,D0001,0.911,0.996,PASS,NA,0.519,1.004,161.7,25.0
207,D0001,0.911,1.075,PASS,NA,0.44,0.93,165.5,25.0
208,D0001,0.911,1.154,PASS,NA,0.361,0.867,169.3,25.0
209,D0001,0.911,1.233,PASS,NA,0.282,0.811,173.1,25.0
210,D0001,0.911,1.312,PASS,NA,0.203,0.762,176.9,25.0
211,D0001,0.911,1.392,PASS,NA,0.123,0.718,180.7,25.0
212,D0001,0.911,1.471,PASS,NA,0.044,0.68,184.5,25.0
213,D0001,0.911,1.55,FAIL,FREQ_MARGIN,-0.035,0.645,188.3,25.0
214,D0001,0.911,1.629,FAIL,FREQ_MARGIN,-0.114,0.614,192.1,25.0
215,D0001,0.911,1.708,FAIL,FREQ_MARGIN,-0.193,0.585,195.9,25.0
216,D0001,0.911,1.788,FAIL,FREQ_MARGIN,-0.273,0.559,199.7,25.0
217,D0001,0.911,1.867,FAIL,FREQ_MARGIN,-0.352,0.536,203.5,25.0
218,D0001,0.911,1.946,FAIL,FREQ_MARGIN,-0.431,0.514,207.3,25.0
219,D0001,0.911,2.025,FAIL,FREQ_MARGIN,-0.51,0.494,211.1,25.0
220,D0001,0.911,2.104,FAIL,FREQ_MARGIN,-0.589,0.475,214.9,25.0
221,D0001,0.911,2.183,FAIL,FREQ_MARGIN,-0.668,0.458,218.7,25.0
222,D0001,0.911,2.262,FAIL,FREQ_MARGIN,-0.747,0.442,222.5,25.0
223,D0001,0.911,2.342,FAIL,FREQ_MARGIN,-0.827,0.427,226.3,25.0
224,D0001,0.911,2.421,FAIL,FREQ_MARGIN,-0.906,0.413,230.1,25.0
225,D0001,0.911,2.5,FAIL,FREQ_MARGIN,-0.985,0.4,233.9,25.0
226,D0001,0.937,0.6,PASS,NA,0.998,1.667,145.9,25.0
227,D0001,0.937,0.679,PASS,NA,0.919,1.473,149.7,25.0
228,D0001,0.937,0.758,PASS,NA,0.84,1.319,153.5,25.0
229,D0001,0.937,0.837,PASS,NA,0.761,1.195,157.3,25.0
230,D0001,0.937,0.917,PASS,NA,0.681,1.091,161.1,25.0
231,D0001,0.937,0.996,PASS,NA,0.602,1.004,164.9,25.0
232,D0001,0.937,1.075,PASS,NA,0.523,0.93,168.7,25.0
233,D0001,0.937,1.154,PASS,NA,0.444,0.867,172.5,25.0
234,D0001,0.937,1.233,PASS,NA,0.365,0.811,176.3,25.0
235,D0001,0.937,1.312,PASS,NA,0.286,0.762,180.1,25.0
236,D0001,0.937,1.392,PASS,NA,0.206,0.718,183.9,25.0
237,D0001,0.937,1.471,PASS,NA,0.127,0.68,187.7,25.0
238,D0001,0.937,1.55,PASS,NA,0.048,0.645,191.5,25.0
239,D0001,0.937,1.629,FAIL,FREQ_MARGIN,-0.031,0.614,195.3,25.0
240,D0001,0.937,1.708,FAIL,FREQ_MARGIN,-0.11,0.585,199.1,25.0
241,D0001,0.937,1.788,FAIL,FREQ_MARGIN,-0.19,0.559,202.9,25.0
242,D0001,0.937,1.867,FAIL,FREQ_MARGIN,-0.269,0.536,206.7,25.0
243,D0001,0.937,1.946,FAIL,FREQ_MARGIN,-0.348,0.514,210.5,25.0
244,D0001,0.937,2.025,FAIL,FREQ_MARGIN,-0.427,0.494,214.3,25.0
245,D0001,0.937,2.104,FAIL,FREQ_MARGIN,-0.506,0.475,218.1,25.0
246,D0001,0.937,2.183,FAIL,FREQ_MARGIN,-0.585,0.458,221.9,25.0
247,D0001,0.937,2.262,FAIL,FREQ_MARGIN,-0.664,0.442,225.7,25.0
248,D0001,0.937,2.342,FAIL,FREQ_MARGIN,-0.744,0.427,229.5,25.0
249,D0001,0.937,2.421,FAIL,FREQ_MARGIN,-0.823,0.413,233.3,25.0
250,D0001,0.937,2.5,FAIL,FREQ_MARGIN,-0.902,0.4,237.1,25.0
251,D0001,0.963,0.6,PASS,NA,1.082,1.667,149.2,25.0
252,D0001,0.963,0.679,PASS,NA,1.003,1.473,153.0,25.0
253,D0001,0.963,0.758,PASS,NA,0.924,1.319,156.8,25.0
254,D0001,0.963,0.837,PASS,NA,0.845,1.195,160.6,25.0
255,D0001,0.963,0.917,PASS,NA,0.765,1.091,164.4,25.0
256,D0001,0.963,0.996,PASS,NA,0.686,1.004,168.2,25.0
257,D0001,0.963,1.075,PASS,NA,0.607,0.93,172.0,25.0
258,D0001,0.963,1.154,PASS,NA,0.528,0.867,175.8,25.0
259,D0001,0.963,1.233,PASS,NA,0.449,0.811,179.6,25.0
260,D0001,0.963,1.312,PASS,NA,0.37,0.762,183.4,25.0
261,D0001,0.963,1.392,PASS,NA,0.29,0.718,187.2,25.0
262,D0001,0.963,1.471,PASS,NA,0.211,0.68,191.0,25.0
263,D0001,0.963,1.55,PASS,NA,0.132,0.645,194.8,25.0
264,D0001,0.963,1.629,PASS,NA,0.053,0.614,198.6,25.0
265,D0001,0.963,1.708,FAIL,FREQ_MARGIN,-0.026,0.585,202.4,25.0
266,D0001,0.963,1.788,FAIL,FREQ_MARGIN,-0.106,0.559,206.2,25.0
267,D0001,0.963,1.867,FAIL,FREQ_MARGIN,-0.185,0.536,210.0,25.0
268,D0001,0.963,1.946,FAIL,FREQ_MARGIN,-0.264,0.514,213.8,25.0
269,D0001,0.963,2.025,FAIL,FREQ_MARGIN,-0.343,0.494,217.6,25.0
270,D0001,0.963,2.104,FAIL,FREQ_MARGIN,-0.422,0.475,221.4,25.0
271,D0001,0.963,2.183,FAIL,FREQ_MARGIN,-0.501,0.458,225.2,25.0
272,D0001,0.963,2.262,FAIL,FREQ_MARGIN,-0.58,0.442,229.0,25.0
273,D0001,0.963,2.342,FAIL,FREQ_MARGIN,-0.66,0.427,232.8,25.0
274,D0001,0.963,2.421,FAIL,FREQ_MARGIN,-0.739,0.413,236.6,25.0
275,D0001,0.963,2.5,FAIL,FREQ_MARGIN,-0.818,0.4,240.4,25.0
276,D0001,0.989,0.6,PASS,NA,1.165,1.667,152.4,25.0
277,D0001,0.989,0.679,PASS,NA,1.086,1.473,156.2,25.0
278,D0001,0.989,0.758,PASS,NA,1.007,1.319,160.0,25.0
279,D0001,0.989,0.837,PASS,NA,0.928,1.195,163.8,25.0
280,D0001,0.989,0.917,PASS,NA,0.848,1.091,167.6,25.0
281,D0001,0.989,0.996,PASS,NA,0.769,1.004,171.4,25.0
282,D0001,0.989,1.075,PASS,NA,0.69,0.93,175.2,25.0
283,D0001,0.989,1.154,PASS,NA,0.611,0.867,179.0,25.0
284,D0001,0.989,1.233,PASS,NA,0.532,0.811,182.8,25.0
285,D0001,0.989,1.312,PASS,NA,0.453,0.762,186.6,25.0
286,D0001,0.989,1.392,PASS,NA,0.373,0.718,190.4,25.0
287,D0001,0.989,1.471,PASS,NA,0.294,0.68,194.2,25.0
288,D0001,0.989,1.55,PASS,NA,0.215,0.645,198.0,25.0
289,D0001,0.989,1.629,PASS,NA,0.136,0.614,201.8,25.0
290,D0001,0.989,1.708,PASS,NA,0.057,0.585,205.6,25.0
291,D0001,0.989,1.788,FAIL,FREQ_MARGIN,-0.023,0.559,209.4,25.0
292,D0001,0.989,1.867,FAIL,FREQ_MARGIN,-0.102,0.536,213.2,25.0
293,D0001,0.989,1.946,FAIL,FREQ_MARGIN,-0.181,0.514,217.0,25.0
294,D0001,0.989,2.025,FAIL,FREQ_MARGIN,-0.26,0.494,220.8,25.0
295,D0001,0.989,2.104,FAIL,FREQ_MARGIN,-0.339,0.475,224.6,25.0
296,D0001,0.989,2.183,FAIL,FREQ_MARGIN,-0.418,0.458,228.4,25.0
297,D0001,0.989,2.262,FAIL,FREQ_MARGIN,-0.497,0.442,232.2,25.0
298,D0001,0.989,2.342,FAIL,FREQ_MARGIN,-0.577,0.427,236.0,25.0
299,D0001,0.989,2.421,FAIL,FREQ_MARGIN,-0.656,0.413,239.8,25.0
300,D0001,0.989,2.5,FAIL,FREQ_MARGIN,-0.735,0.4,243.6,25.0
301,D0001,1.016,0.6,PASS,NA,1.251,1.667,155.8,25.0
302,D0001,1.016,0.679,PASS,NA,1.172,1.473,159.6,25.0
