Point_ID,Die_ID,VDD_V,Frequency_GHz,Test_Result,Failure_Code,Margin_GHz,Timing_ns,Current_mA,Temperature_C
30,D0001,0.726,0.917,FAIL,MARGINALITY_IR_DROP,0.006,1.091,140.2,25.0
31,D0001,0.726,0.996,FAIL,MARGINALITY_IR_DROP,-0.073,1.004,144.2,25.0
32,D0001,0.726,1.075,FAIL,MARGINALITY_IR_DROP,-0.152,0.93,148.1,25.0
33,D0001,0.726,1.154,FAIL,MARGINALITY_IR_DROP,-0.231,0.867,152.1,25.0
34,D0001,0.726,1.233,FAIL,MARGINALITY_IR_DROP,-0.31,0.811,156.0,25.0
35,D0001,0.726,1.312,FAIL,MARGINALITY_IR_DROP,-0.389,0.762,160.0,25.0
36,D0001,0.726,1.392,FAIL,MARGINALITY_IR_DROP,-0.469,0.718,164.0,25.0
37,D0001,0.726,1.471,FAIL,MARGINALITY_IR_DROP,-0.548,0.68,167.9,25.0
38,D0001,0.726,1.55,FAIL,MARGINALITY_IR_DROP,-0.627,0.645,171.9,25.0
39,D0001,0.726,1.629,FAIL,MARGINALITY_IR_DROP,-0.706,0.614,175.8,25.0
40,D0001,0.726,1.708,FAIL,MARGINALITY_IR_DROP,-0.785,0.585,179.8,25.0
41,D0001,0.726,1.788,FAIL,MARGINALITY_IR_DROP,-0.865,0.559,183.8,25.0
42,D0001,0.726,1.867,FAIL,MARGINALITY_IR_DROP,-0.944,0.536,187.7,25.0
43,D0001,0.726,1.946,FAIL,MARGINALITY_IR_DROP,-1.023,0.514,191.7,25.0
44,D0001,0.726,2.025,FAIL,MARGINALITY_IR_DROP,-1.102,0.494,195.6,25.0
45,D0001,0.726,2.104,FAIL,MARGINALITY_IR_DROP,-1.181,0.475,199.6,25.0
46,D0001,0.726,2.183,FAIL,MARGINALITY_IR_DROP,-1.26,0.458,203.5,25.0
47,D0001,0.726,2.262,FAIL,MARGINALITY_IR_DROP,-1.339,0.442,207.5,25.0
48,D0001,0.726,2.342,FAIL,MARGINALITY_IR_DROP,-1.419,0.427,211.5,25.0
49,D0001,0.726,2.421,FAIL,MARGINALITY_IR_DROP,-1.498,0.413,215.4,25.0
50,D0001,0.726,2.5,FAIL,MARGINALITY_IR_DROP,-1.577,0.4,219.4,25.0
51,D0001,0.753,0.6,PASS,NA,0.41,1.667,127.9,25.0
52,D0001,0.753,0.679,PASS,NA,0.331,1.473,131.8,25.0
53,D0001,0.753,0.758,PASS,NA,0.252,1.319,135.8,25.0
54,D0001,0.753,0.837,PASS,NA,0.173,1.195,139.7,25.0
55,D0001,0.753,0.917,FAIL,MARGINALITY_IR_DROP,0.093,1.091,143.7,25.0
56,D0001,0.753,0.996,FAIL,MARGINALITY_IR_DROP,0.014,1.004,147.7,25.0
57,D0001,0.753,1.075,FAIL,MARGINALITY_IR_DROP,-0.065,0.93,151.6,25.0
58,D0001,0.753,1.154,FAIL,MARGINALITY_IR_DROP,-0.144,0.867,155.6,25.0
59,D0001,0.753,1.233,FAIL,MARGINALITY_IR_DROP,-0.223,0.811,159.5,25.0
60,D0001,0.753,1.312,FAIL,MARGINALITY_IR_DROP,-0.302,0.762,163.5,25.0
61,D0001,0.753,1.392,FAIL,MARGINALITY_IR_DROP,-0.382,0.718,167.5,25.0
62,D0001,0.753,1.471,FAIL,MARGINALITY_IR_DROP,-0.461,0.68,171.4,25.0
63,D0001,0.753,1.55,FAIL,MARGINALITY_IR_DROP,-0.54,0.645,175.4,25.0
64,D0001,0.753,1.629,FAIL,MARGINALITY_IR_DROP,-0.619,0.614,179.3,25.0
65,D0001,0.753,1.708,FAIL,MARGINALITY_IR_DROP,-0.698,0.585,183.3,25.0
66,D0001,0.753,1.788,FAIL,MARGINALITY_IR_DROP,-0.778,0.559,187.3,25.0
67,D0001,0.753,1.867,FAIL,MARGINALITY_IR_DROP,-0.857,0.536,191.2,25.0
68,D0001,0.753,1.946,FAIL,MARGINALITY_IR_DROP,-0.936,0.514,195.2,25.0
69,D0001,0.753,2.025,FAIL,MARGINALITY_IR_DROP,-1.015,0.494,199.1,25.0
70,D0001,0.753,2.104,FAIL,MARGINALITY_IR_DROP,-1.094,0.475,203.1,25.0
71,D0001,0.753,2.183,FAIL,MARGINALITY_IR_DROP,-1.173,0.458,207.0,25.0
72,D0001,0.753,2.262,FAIL,MARGINALITY_IR_DROP,-1.252,0.442,211.0,25.0
73,D0001,0.753,2.342,FAIL,MARGINALITY_IR_DROP,-1.332,0.427,215.0,25.0
74,D0001,0.753,2.421,FAIL,MARGINALITY_IR_DROP,-1.411,0.413,218.9,25.0
75,D0001,0.753,2.5,FAIL,MARGINALITY_IR_DROP,-1.49,0.4,222.9,25.0
76,D0001,0.779,0.6,PASS,NA,0.493,1.667,131.3,25.0
77,D0001,0.779,0.679,PASS,NA,0.414,1.473,135.2,25.0
78,D0001,0.779,0.758,PASS,NA,0.335,1.319,139.2,25.0
79,D0001,0.779,0.837,PASS,NA,0.256,1.195,143.1,25.0
80,D0001,0.779,0.917,FAIL,MARGINALITY_IR_DROP,0.176,1.091,147.1,25.0
81,D0001,0.779,0.996,FAIL,MARGINALITY_IR_DROP,0.097,1.004,151.1,25.0
82,D0001,0.779,1.075,FAIL,MARGINALITY_IR_DROP,0.018,0.93,155.0,25.0
83,D0001,0.779,1.154,FAIL,MARGINALITY_IR_DROP,-0.061,0.867,159.0,25.0
84,D0001,0.779,1.233,FAIL,MARGINALITY_IR_DROP,-0.14,0.811,162.9,25.0
85,D0001,0.779,1.312,FAIL,MARGINALITY_IR_DROP,-0.219,0.762,166.9,25.0
86,D0001,0.779,1.392,FAIL,MARGINALITY_IR_DROP,-0.299,0.718,170.9,25.0
87,D0001,0.779,1.471,FAIL,MARGINALITY_IR_DROP,-0.378,0.68,174.8,25.0
88,D0001,0.779,1.55,FAIL,MARGINALITY_IR_DROP,-0.457,0.645,178.8,25.0
89,D0001,0.779,1.629,FAIL,MARGINALITY_IR_DROP,-0.536,0.614,182.7,25.0
90,D0001,0.779,1.708,FAIL,MARGINALITY_IR_DROP,-0.615,0.585,186.7,25.0
91,D0001,0.779,1.788,FAIL,MARGINALITY_IR_DROP,-0.695,0.559,190.7,25.0
92,D0001,0.779,1.867,FAIL,MARGINALITY_IR_DROP,-0.774,0.536,194.6,25.0
93,D0001,0.779,1.946,FAIL,MARGINALITY_IR_DROP,-0.853,0.514,198.6,25.0
94,D0001,0.779,2.025,FAIL,MARGINALITY_IR_DROP,-0.932,0.494,202.5,25.0
95,D0001,0.779,2.104,FAIL,MARGINALITY_IR_DROP,-1.011,0.475,206.5,25.0
96,D0001,0.779,2.183,FAIL,MARGINALITY_IR_DROP,-1.09,0.458,210.4,25.0
97,D0001,0.779,2.262,FAIL,MARGINALITY_IR_DROP,-1.169,0.442,214.4,25.0
98,D0001,0.779,2.342,FAIL,MARGINALITY_IR_DROP,-1.249,0.427,218.4,25.0
99,D0001,0.779,2.421,FAIL,MARGINALITY_IR_DROP,-1.328,0.413,222.3,25.0
100,D0001,0.779,2.5,FAIL,MARGINALITY_IR_DROP,-1.407,0.4,226.3,25.0
101,D0001,0.805,0.6,PASS,NA,0.576,1.667,134.6,25.0
102,D0001,0.805,0.679,PASS,NA,0.497,1.473,138.6,25.0
103,D0001,0.805,0.758,PASS,NA,0.418,1.319,142.6,25.0
104,D0001,0.805,0.837,PASS,NA,0.339,1.195,146.5,25.0
105,D0001,0.805,0.917,FAIL,MARGINALITY_IR_DROP,0.259,1.091,150.5,25.0
106,D0001,0.805,0.996,FAIL,MARGINALITY_IR_DROP,0.18,1.004,154.4,25.0
107,D0001,0.805,1.075,FAIL,MARGINALITY_IR_DROP,0.101,0.93,158.4,25.0
108,D0001,0.805,1.154,FAIL,MARGINALITY_IR_DROP,0.022,0.867,162.4,25.0
109,D0001,0.805,1.233,FAIL,MARGINALITY_IR_DROP,-0.057,0.811,166.3,25.0
110,D0001,0.805,1.312,FAIL,MARGINALITY_IR_DROP,-0.136,0.762,170.2,25.0
111,D0001,0.805,1.392,FAIL,MARGINALITY_IR_DROP,-0.216,0.718,174.2,25.0
112,D0001,0.805,1.471,FAIL,MARGINALITY_IR_DROP,-0.295,0.68,178.2,25.0
113,D0001,0.805,1.55,FAIL,MARGINALITY_IR_DROP,-0.374,0.645,182.2,25.0
114,D0001,0.805,1.629,FAIL,MARGINALITY_IR_DROP,-0.453,0.614,186.1,25.0
115,D0001,0.805,1.708,FAIL,MARGINALITY_IR_DROP,-0.532,0.585,190.0,25.0
116,D0001,0.805,1.788,FAIL,MARGINALITY_IR_DROP,-0.612,0.559,194.0,25.0
117,D0001,0.805,1.867,FAIL,MARGINALITY_IR_DROP,-0.691,0.536,198.0,25.0
118,D0001,0.805,1.946,FAIL,MARGINALITY_IR_DROP,-0.77,0.514,202.0,25.0
119,D0001,0.805,2.025,FAIL,MARGINALITY_IR_DROP,-0.849,0.494,205.9,25.0
120,D0001,0.805,2.104,FAIL,MARGINALITY_IR_DROP,-0.928,0.475,209.8,25.0
121,D0001,0.805,2.183,FAIL,MARGINALITY_IR_DROP,-1.007,0.458,213.8,25.0
122,D0001,0.805,2.262,FAIL,MARGINALITY_IR_DROP,-1.086,0.442,217.8,25.0
123,D0001,0.805,2.342,FAIL,MARGINALITY_IR_DROP,-1.166,0.427,221.8,25.0
124,D0001,0.805,2.421,FAIL,MARGINALITY_IR_DROP,-1.245,0.413,225.7,25.0
125,D0001,0.805,2.5,FAIL,MARGINALITY_IR_DROP,-1.324,0.4,229.6,25.0
126,D0001,0.832,0.6,PASS,NA,0.662,1.667,138.2,25.0
127,D0001,0.832,0.679,PASS,NA,0.583,1.473,142.1,25.0
128,D0001,0.832,0.758,PASS,NA,0.504,1.319,146.1,25.0
129,D0001,0.832,0.837,PASS,NA,0.425,1.195,150.0,25.0
130,D0001,0.832,0.917,PASS,NA,0.345,1.091,154.0,25.0
131,D0001,0.832,0.996,PASS,NA,0.266,1.004,158.0,25.0
132,D0001,0.832,1.075,PASS,NA,0.187,0.93,161.9,25.0
133,D0001,0.832,1.154,PASS,NA,0.108,0.867,165.9,25.0
134,D0001,0.832,1.233,PASS,NA,0.029,0.811,169.8,25.0
135,D0001,0.832,1.312,FAIL,FREQ_MARGIN,-0.05,0.762,173.8,25.0
136,D0001,0.832,1.392,FAIL,FREQ_MARGIN,-0.13,0.718,177.8,25.0
137,D0001,0.832,1.471,FAIL,FREQ_MARGIN,-0.209,0.68,181.7,25.0
138,D0001,0.832,1.55,FAIL,FREQ_MARGIN,-0.288,0.645,185.7,25.0
139,D0001,0.832,1.629,FAIL,FREQ_MARGIN,-0.367,0.614,189.6,25.0
140,D0001,0.832,1.708,FAIL,FREQ_MARGIN,-0.446,0.585,193.6,25.0
141,D0001,0.832,1.788,FAIL,FREQ_MARGIN,-0.526,0.559,197.6,25.0
142,D0001,0.832,1.867,FAIL,FREQ_MARGIN,-0.605,0.536,201.5,25.0
143,D0001,0.832,1.946,FAIL,FREQ_MARGIN,-0.684,0.514,205.5,25.0
144,D0001,0.832,2.025,FAIL,FREQ_MARGIN,-0.763,0.494,209.4,25.0
145,D0001,0.832,2.104,FAIL,FREQ_MARGIN,-0.842,0.475,213.4,25.0
146,D0001,0.832,2.183,FAIL,FREQ_MARGIN,-0.921,0.458,217.3,25.0
147,D0001,0.832,2.262,FAIL,FREQ_MARGIN,-1.0,0.442,221.3,25.0
148,D0001,0.832,2.342,FAIL,FREQ_MARGIN,-1.08,0.427,225.3,25.0
149,D0001,0.832,2.421,FAIL,FREQ_MARGIN,-1.159,0.413,229.2,25.0
150,D0001,0.832,2.5,FAIL,FREQ_MARGIN,-1.238,0.4,233.2,25.0
151,D0001,0.858,0.6,PASS,NA,0.746,1.667,141.5,25.0
152,D0001,0.858,0.679,PASS,NA,0.667,1.473,145.5,25.0
153,D0001,0.858,0.758,PASS,NA,0.588,1.319,149.4,25.0
154,D0001,0.858,0.837,PASS,NA,0.509,1.195,153.4,25.0
155,D0001,0.858,0.917,PASS,NA,0.429,1.091,157.4,25.0
156,D0001,0.858,0.996,PASS,NA,0.35,1.004,161.3,25.0
157,D0001,0.858,1.075,PASS,NA,0.271,0.93,165.3,25.0
158,D0001,0.858,1.154,PASS,NA,0.192,0.867,169.2,25.0
159,D0001,0.858,1.233,PASS,NA,0.113,0.811,173.2,25.0
160,D0001,0.858,1.312,PASS,NA,0.034,0.762,177.1,25.0
161,D0001,0.858,1.392,FAIL,FREQ_MARGIN,-0.046,0.718,181.1,25.0
162,D0001,0.858,1.471,FAIL,FREQ_MARGIN,-0.125,0.68,185.1,25.0
163,D0001,0.858,1.55,FAIL,FREQ_MARGIN,-0.204,0.645,189.0,25.0
164,D0001,0.858,1.629,FAIL,FREQ_MARGIN,-0.283,0.614,193.0,25.0
165,D0001,0.858,1.708,FAIL,FREQ_MARGIN,-0.362,0.585,196.9,25.0
166,D0001,0.858,1.788,FAIL,FREQ_MARGIN,-0.442,0.559,200.9,25.0
167,D0001,0.858,1.867,FAIL,FREQ_MARGIN,-0.521,0.536,204.9,25.0
168,D0001,0.858,1.946,FAIL,FREQ_MARGIN,-0.6,0.514,208.8,25.0
169,D0001,0.858,2.025,FAIL,FREQ_MARGIN,-0.679,0.494,212.8,25.0
170,D0001,0.858,2.104,FAIL,FREQ_MARGIN,-0.758,0.475,216.7,25.0
171,D0001,0.858,2.183,FAIL,FREQ_MARGIN,-0.837,0.458,220.7,25.0
172,D0001,0.858,2.262,FAIL,FREQ_MARGIN,-0.916,0.442,224.6,25.0
173,D0001,0.858,2.342,FAIL,FREQ_MARGIN,-0.996,0.427,228.6,25.0
174,D0001,0.858,2.421,FAIL,FREQ_MARGIN,-1.075,0.413,232.6,25.0
175,D0001,0.858,2.5,FAIL,FREQ_MARGIN,-1.154,0.4,236.5,25.0
176,D0001,0.884,0.6,PASS,NA,0.829,1.667,144.9,25.0
177,D0001,0.884,0.679,PASS,NA,0.75,1.473,148.9,25.0
178,D0001,0.884,0.758,PASS,NA,0.671,1.319,152.8,25.0
179,D0001,0.884,0.837,PASS,NA,0.592,1.195,156.8,25.0
180,D0001,0.884,0.917,PASS,NA,0.512,1.091,160.8,25.0
181,D0001,0.884,0.996,PASS,NA,0.433,1.004,164.7,25.0
182,D0001,0.884,1.075,PASS,NA,0.354,0.93,168.7,25.0
183,D0001,0.884,1.154,PASS,NA,0.275,0.867,172.6,25.0
184,D0001,0.884,1.233,PASS,NA,0.196,0.811,176.6,25.0
185,D0001,0.884,1.312,PASS,NA,0.117,0.762,180.5,25.0
186,D0001,0.884,1.392,PASS,NA,0.037,0.718,184.5,25.0
187,D0001,0.884,1.471,FAIL,FREQ_MARGIN,-0.042,0.68,188.5,25.0
188,D0001,0.884,1.55,FAIL,FREQ_MARGIN,-0.121,0.645,192.4,25.0
189,D0001,0.884,1.629,FAIL,FREQ_MARGIN,-0.2,0.614,196.4,25.0
190,D0001,0.884,1.708,FAIL,FREQ_MARGIN,-0.279,0.585,200.3,25.0
191,D0001,0.884,1.788,FAIL,FREQ_MARGIN,-0.359,0.559,204.3,25.0
192,D0001,0.884,1.867,FAIL,FREQ_MARGIN,-0.438,0.536,208.3,25.0
193,D0001,0.884,1.946,FAIL,FREQ_MARGIN,-0.517,0.514,212.2,25.0
194,D0001,0.884,2.025,FAIL,FREQ_MARGIN,-0.596,0.494,216.2,25.0
195,D0001,0.884,2.104,FAIL,FREQ_MARGIN,-0.675,0.475,220.1,25.0
196,D0001,0.884,2.183,FAIL,FREQ_MARGIN,-0.754,0.458,224.1,25.0
197,D0001,0.884,2.262,FAIL,FREQ_MARGIN,-0.833,0.442,228.0,25.0
198,D0001,0.884,2.342,FAIL,FREQ_MARGIN,-0.913,0.427,232.0,25.0
199,D0001,0.884,2.421,FAIL,FREQ_MARGIN,-0.992,0.413,236.0,25.0
200,D0001,0.884,2.5,FAIL,FREQ_MARGIN,-1.071,0.4,239.9,25.0
201,D0001,0.911,0.6,PASS,NA,0.915,1.667,148.4,25.0
202,D0001,0.911,0.679,PASS,NA,0.836,1.473,152.4,25.0
203,D0001,0.911,0.758,PASS,NA,0.757,1.319,156.3,25.0
204,D0001,0.911,0.837,PASS,NA,0.678,1.195,160.3,25.0
205,D0001,0.911,0.917,PASS,NA,0.598,1.091,164.3,25.0
206,D0001,0.911,0.996,PASS,NA,0.519,1.004,168.2,25.0
207,D0001,0.911,1.075,PASS,NA,0.44,0.93,172.2,25.0
208,D0001,0.911,1.154,PASS,NA,0.361,0.867,176.1,25.0
209,D0001,0.911,1.233,PASS,NA,0.282,0.811,180.1,25.0
210,D0001,0.911,1.312,PASS,NA,0.203,0.762,184.0,25.0
211,D0001,0.911,1.392,PASS,NA,0.123,0.718,188.0,25.0
212,D0001,0.911,1.471,PASS,NA,0.044,0.68,192.0,25.0
213,D0001,0.911,1.55,FAIL,FREQ_MARGIN,-0.035,0.645,195.9,25.0
214,D0001,0.911,1.629,FAIL,FREQ_MARGIN,-0.114,0.614,199.9,25.0
215,D0001,0.911,1.708,FAIL,FREQ_MARGIN,-0.193,0.585,203.8,25.0
216,D0001,0.911,1.788,FAIL,FREQ_MARGIN,-0.273,0.559,207.8,25.0
217,D0001,0.911,1.867,FAIL,FREQ_MARGIN,-0.352,0.536,211.8,25.0
218,D0001,0.911,1.946,FAIL,FREQ_MARGIN,-0.431,0.514,215.7,25.0
219,D0001,0.911,2.025,FAIL,FREQ_MARGIN,-0.51,0.494,219.7,25.0
220,D0001,0.911,2.104,FAIL,FREQ_MARGIN,-0.589,0.475,223.6,25.0
221,D0001,0.911,2.183,FAIL,FREQ_MARGIN,-0.668,0.458,227.6,25.0
222,D0001,0.911,2.262,FAIL,FREQ_MARGIN,-0.747,0.442,231.5,25.0
223,D0001,0.911,2.342,FAIL,FREQ_MARGIN,-0.827,0.427,235.5,25.0
224,D0001,0.911,2.421,FAIL,FREQ_MARGIN,-0.906,0.413,239.5,25.0
225,D0001,0.911,2.5,FAIL,FREQ_MARGIN,-0.985,0.4,243.4,25.0
226,D0001,0.937,0.6,PASS,NA,0.998,1.667,151.8,25.0
227,D0001,0.937,0.679,PASS,NA,0.919,1.473,155.8,25.0
228,D0001,0.937,0.758,PASS,NA,0.84,1.319,159.7,25.0
229,D0001,0.937,0.837,PASS,NA,0.761,1.195,163.7,25.0
230,D0001,0.937,0.917,PASS,NA,0.681,1.091,167.7,25.0
231,D0001,0.937,0.996,PASS,NA,0.602,1.004,171.6,25.0
232,D0001,0.937,1.075,PASS,NA,0.523,0.93,175.6,25.0
233,D0001,0.937,1.154,PASS,NA,0.444,0.867,179.5,25.0
234,D0001,0.937,1.233,PASS,NA,0.365,0.811,183.5,25.0
235,D0001,0.937,1.312,PASS,NA,0.286,0.762,187.4,25.0
236,D0001,0.937,1.392,PASS,NA,0.206,0.718,191.4,25.0
237,D0001,0.937,1.471,PASS,NA,0.127,0.68,195.4,25.0
238,D0001,0.937,1.55,PASS,NA,0.048,0.645,199.3,25.0
239,D0001,0.937,1.629,FAIL,FREQ_MARGIN,-0.031,0.614,203.3,25.0
240,D0001,0.937,1.708,FAIL,FREQ_MARGIN,-0.11,0.585,207.2,25.0
241,D0001,0.937,1.788,FAIL,FREQ_MARGIN,-0.19,0.559,211.2,25.0
242,D0001,0.937,1.867,FAIL,FREQ_MARGIN,-0.269,0.536,215.2,25.0
243,D0001,0.937,1.946,FAIL,FREQ_MARGIN,-0.348,0.514,219.1,25.0
244,D0001,0.937,2.025,FAIL,FREQ_MARGIN,-0.427,0.494,223.1,25.0
245,D0001,0.937,2.104,FAIL,FREQ_MARGIN,-0.506,0.475,227.0,25.0
246,D0001,0.937,2.183,FAIL,FREQ_MARGIN,-0.585,0.458,231.0,25.0
247,D0001,0.937,2.262,FAIL,FREQ_MARGIN,-0.664,0.442,234.9,25.0
248,D0001,0.937,2.342,FAIL,FREQ_MARGIN,-0.744,0.427,238.9,25.0
249,D0001,0.937,2.421,FAIL,FREQ_MARGIN,-0.823,0.413,242.9,25.0
250,D0001,0.937,2.5,FAIL,FREQ_MARGIN,-0.902,0.4,246.8,25.0
251,D0001,0.963,0.6,PASS,NA,1.082,1.667,155.2,25.0
252,D0001,0.963,0.679,PASS,NA,1.003,1.473,159.1,25.0
253,D0001,0.963,0.758,PASS,NA,0.924,1.319,163.1,25.0
254,D0001,0.963,0.837,PASS,NA,0.845,1.195,167.0,25.0
255,D0001,0.963,0.917,PASS,NA,0.765,1.091,171.0,25.0
256,D0001,0.963,0.996,PASS,NA,0.686,1.004,175.0,25.0
257,D0001,0.963,1.075,PASS,NA,0.607,0.93,178.9,25.0
258,D0001,0.963,1.154,PASS,NA,0.528,0.867,182.9,25.0
259,D0001,0.963,1.233,PASS,NA,0.449,0.811,186.8,25.0
260,D0001,0.963,1.312,PASS,NA,0.37,0.762,190.8,25.0
261,D0001,0.963,1.392,PASS,NA,0.29,0.718,194.8,25.0
262,D0001,0.963,1.471,PASS,NA,0.211,0.68,198.7,25.0
263,D0001,0.963,1.55,PASS,NA,0.132,0.645,202.7,25.0
264,D0001,0.963,1.629,PASS,NA,0.053,0.614,206.6,25.0
265,D0001,0.963,1.708,FAIL,FREQ_MARGIN,-0.026,0.585,210.6,25.0
266,D0001,0.963,1.788,FAIL,FREQ_MARGIN,-0.106,0.559,214.6,25.0
267,D0001,0.963,1.867,FAIL,FREQ_MARGIN,-0.185,0.536,218.5,25.0
268,D0001,0.963,1.946,FAIL,FREQ_MARGIN,-0.264,0.514,222.5,25.0
269,D0001,0.963,2.025,FAIL,FREQ_MARGIN,-0.343,0.494,226.4,25.0
270,D0001,0.963,2.104,FAIL,FREQ_MARGIN,-0.422,0.475,230.4,25.0
271,D0001,0.963,2.183,FAIL,FREQ_MARGIN,-0.501,0.458,234.3,25.0
272,D0001,0.963,2.262,FAIL,FREQ_MARGIN,-0.58,0.442,238.3,25.0
273,D0001,0.963,2.342,FAIL,FREQ_MARGIN,-0.66,0.427,242.3,25.0
274,D0001,0.963,2.421,FAIL,FREQ_MARGIN,-0.739,0.413,246.2,25.0
275,D0001,0.963,2.5,FAIL,FREQ_MARGIN,-0.818,0.4,250.2,25.0
276,D0001,0.989,0.6,PASS,NA,1.165,1.667,158.6,25.0
277,D0001,0.989,0.679,PASS,NA,1.086,1.473,162.5,25.0
278,D0001,0.989,0.758,PASS,NA,1.007,1.319,166.5,25.0
279,D0001,0.989,0.837,PASS,NA,0.928,1.195,170.4,25.0
280,D0001,0.989,0.917,PASS,NA,0.848,1.091,174.4,25.0
281,D0001,0.989,0.996,PASS,NA,0.769,1.004,178.4,25.0
282,D0001,0.989,1.075,PASS,NA,0.69,0.93,182.3,25.0
283,D0001,0.989,1.154,PASS,NA,0.611,0.867,186.3,25.0
284,D0001,0.989,1.233,PASS,NA,0.532,0.811,190.2,25.0
285,D0001,0.989,1.312,PASS,NA,0.453,0.762,194.2,25.0
286,D0001,0.989,1.392,PASS,NA,0.373,0.718,198.2,25.0
287,D0001,0.989,1.471,PASS,NA,0.294,0.68,202.1,25.0
288,D0001,0.989,1.55,PASS,NA,0.215,0.645,206.1,25.0
289,D0001,0.989,1.629,PASS,NA,0.136,0.614,210.0,25.0
290,D0001,0.989,1.708,PASS,NA,0.057,0.585,214.0,25.0
291,D0001,0.989,1.788,FAIL,FREQ_MARGIN,-0.023,0.559,218.0,25.0
292,D0001,0.989,1.867,FAIL,FREQ_MARGIN,-0.102,0.536,221.9,25.0
293,D0001,0.989,1.946,FAIL,FREQ_MARGIN,-0.181,0.514,225.9,25.0
294,D0001,0.989,2.025,FAIL,FREQ_MARGIN,-0.26,0.494,229.8,25.0
295,D0001,0.989,2.104,FAIL,FREQ_MARGIN,-0.339,0.475,233.8,25.0
296,D0001,0.989,2.183,FAIL,FREQ_MARGIN,-0.418,0.458,237.7,25.0
297,D0001,0.989,2.262,FAIL,FREQ_MARGIN,-0.497,0.442,241.7,25.0
298,D0001,0.989,2.342,FAIL,FREQ_MARGIN,-0.577,0.427,245.7,25.0
299,D0001,0.989,2.421,FAIL,FREQ_MARGIN,-0.656,0.413,249.6,25.0
300,D0001,0.989,2.5,FAIL,FREQ_MARGIN,-0.735,0.4,253.6,25.0
301,D0001,1.016,0.6,PASS,NA,1.251,1.667,162.1,25.0
302,D0001,1.016,0.679,PASS,NA,1.172,1.473,166.0,25.0
303,D0001,1.016,0.758,PASS,NA,1.093,1.319,170.0,25.0
304,D0001,1.016,0.837,PASS,NA,1.014,1.195,173.9,25.0
305,D0001,1.016,0.917,PASS,NA,0.934,1.091,177.9,25.0
306,D0001,1.016,0.996,PASS,NA,0.855,1.004,181.9,25.0
307,D0001,1.016,1.075,PASS,NA,0.776,0.93,185.8,25.0
308,D0001,1.016,1.154,PASS,NA,0.697,0.867,189.8,25.0
309,D0001,1.016,1.233,PASS,NA,0.618,0.811,193.7,25.0
310,D0001,1.016,1.312,PASS,NA,0.539,0.762,197.7,25.0
