Point_ID,Die_ID,VDD_V,Frequency_GHz,Test_Result,Failure_Code,Margin_GHz,Timing_ns,Current_mA,Temperature_C
36,D0001,0.726,1.392,FAIL,FREQ_MARGIN,-0.469,0.718,312.8,85.0
37,D0001,0.726,1.471,FAIL,FREQ_MARGIN,-0.548,0.68,321.5,85.0
38,D0001,0.726,1.55,FAIL,FREQ_MARGIN,-0.627,0.645,330.2,85.0
39,D0001,0.726,1.629,FAIL,FREQ_MARGIN,-0.706,0.614,338.9,85.0
40,D0001,0.726,1.708,FAIL,POWER_IR_DROP_FAIL,-0.785,0.585,347.6,85.0
41,D0001,0.726,1.788,FAIL,POWER_IR_DROP_FAIL,-0.865,0.559,356.4,85.0
42,D0001,0.726,1.867,FAIL,POWER_IR_DROP_FAIL,-0.944,0.536,365.1,85.0
43,D0001,0.726,1.946,FAIL,POWER_IR_DROP_FAIL,-1.023,0.514,373.8,85.0
44,D0001,0.726,2.025,FAIL,POWER_IR_DROP_FAIL,-1.102,0.494,382.5,85.0
45,D0001,0.726,2.104,FAIL,POWER_IR_DROP_FAIL,-1.181,0.475,391.2,85.0
46,D0001,0.726,2.183,FAIL,POWER_IR_DROP_FAIL,-1.26,0.458,399.8,85.0
47,D0001,0.726,2.262,FAIL,POWER_IR_DROP_FAIL,-1.339,0.442,408.5,85.0
48,D0001,0.726,2.342,FAIL,POWER_IR_DROP_FAIL,-1.419,0.427,417.3,85.0
49,D0001,0.726,2.421,FAIL,POWER_IR_DROP_FAIL,-1.498,0.413,426.0,85.0
50,D0001,0.726,2.5,FAIL,POWER_IR_DROP_FAIL,-1.577,0.4,434.7,85.0
51,D0001,0.753,0.6,PASS,NA,0.41,1.667,231.7,85.0
52,D0001,0.753,0.679,PASS,NA,0.331,1.473,240.4,85.0
53,D0001,0.753,0.758,PASS,NA,0.252,1.319,249.0,85.0
54,D0001,0.753,0.837,PASS,NA,0.173,1.195,257.7,85.0
55,D0001,0.753,0.917,PASS,NA,0.093,1.091,266.5,85.0
56,D0001,0.753,0.996,PASS,NA,0.014,1.004,275.2,85.0
57,D0001,0.753,1.075,FAIL,FREQ_MARGIN,-0.065,0.93,283.9,85.0
58,D0001,0.753,1.154,FAIL,FREQ_MARGIN,-0.144,0.867,292.6,85.0
59,D0001,0.753,1.233,FAIL,FREQ_MARGIN,-0.223,0.811,301.3,85.0
60,D0001,0.753,1.312,FAIL,FREQ_MARGIN,-0.302,0.762,310.0,85.0
61,D0001,0.753,1.392,FAIL,FREQ_MARGIN,-0.382,0.718,318.8,85.0
62,D0001,0.753,1.471,FAIL,FREQ_MARGIN,-0.461,0.68,327.5,85.0
63,D0001,0.753,1.55,FAIL,FREQ_MARGIN,-0.54,0.645,336.2,85.0
64,D0001,0.753,1.629,FAIL,FREQ_MARGIN,-0.619,0.614,344.8,85.0
65,D0001,0.753,1.708,FAIL,POWER_IR_DROP_FAIL,-0.698,0.585,353.5,85.0
66,D0001,0.753,1.788,FAIL,POWER_IR_DROP_FAIL,-0.778,0.559,362.3,85.0
67,D0001,0.753,1.867,FAIL,POWER_IR_DROP_FAIL,-0.857,0.536,371.0,85.0
68,D0001,0.753,1.946,FAIL,POWER_IR_DROP_FAIL,-0.936,0.514,379.7,85.0
69,D0001,0.753,2.025,FAIL,POWER_IR_DROP_FAIL,-1.015,0.494,388.4,85.0
70,D0001,0.753,2.104,FAIL,POWER_IR_DROP_FAIL,-1.094,0.475,397.1,85.0
71,D0001,0.753,2.183,FAIL,POWER_IR_DROP_FAIL,-1.173,0.458,405.8,85.0
72,D0001,0.753,2.262,FAIL,POWER_IR_DROP_FAIL,-1.252,0.442,414.5,85.0
73,D0001,0.753,2.342,FAIL,POWER_IR_DROP_FAIL,-1.332,0.427,423.3,85.0
74,D0001,0.753,2.421,FAIL,POWER_IR_DROP_FAIL,-1.411,0.413,432.0,85.0
75,D0001,0.753,2.5,FAIL,POWER_IR_DROP_FAIL,-1.49,0.4,440.7,85.0
76,D0001,0.779,0.6,PASS,NA,0.493,1.667,237.4,85.0
77,D0001,0.779,0.679,PASS,NA,0.414,1.473,246.1,85.0
78,D0001,0.779,0.758,PASS,NA,0.335,1.319,254.8,85.0
79,D0001,0.779,0.837,PASS,NA,0.256,1.195,263.4,85.0
80,D0001,0.779,0.917,PASS,NA,0.176,1.091,272.2,85.0
81,D0001,0.779,0.996,PASS,NA,0.097,1.004,280.9,85.0
82,D0001,0.779,1.075,PASS,NA,0.018,0.93,289.6,85.0
83,D0001,0.779,1.154,FAIL,FREQ_MARGIN,-0.061,0.867,298.3,85.0
84,D0001,0.779,1.233,FAIL,FREQ_MARGIN,-0.14,0.811,307.0,85.0
85,D0001,0.779,1.312,FAIL,FREQ_MARGIN,-0.219,0.762,315.7,85.0
86,D0001,0.779,1.392,FAIL,FREQ_MARGIN,-0.299,0.718,324.5,85.0
87,D0001,0.779,1.471,FAIL,FREQ_MARGIN,-0.378,0.68,333.2,85.0
88,D0001,0.779,1.55,FAIL,FREQ_MARGIN,-0.457,0.645,341.9,85.0
89,D0001,0.779,1.629,FAIL,FREQ_MARGIN,-0.536,0.614,350.6,85.0
90,D0001,0.779,1.708,FAIL,POWER_IR_DROP_FAIL,-0.615,0.585,359.3,85.0
91,D0001,0.779,1.788,FAIL,POWER_IR_DROP_FAIL,-0.695,0.559,368.1,85.0
92,D0001,0.779,1.867,FAIL,POWER_IR_DROP_FAIL,-0.774,0.536,376.8,85.0
93,D0001,0.779,1.946,FAIL,POWER_IR_DROP_FAIL,-0.853,0.514,385.4,85.0
94,D0001,0.779,2.025,FAIL,POWER_IR_DROP_FAIL,-0.932,0.494,394.1,85.0
95,D0001,0.779,2.104,FAIL,POWER_IR_DROP_FAIL,-1.011,0.475,402.8,85.0
96,D0001,0.779,2.183,FAIL,POWER_IR_DROP_FAIL,-1.09,0.458,411.5,85.0
97,D0001,0.779,2.262,FAIL,POWER_IR_DROP_FAIL,-1.169,0.442,420.2,85.0
98,D0001,0.779,2.342,FAIL,POWER_IR_DROP_FAIL,-1.249,0.427,429.0,85.0
99,D0001,0.779,2.421,FAIL,POWER_IR_DROP_FAIL,-1.328,0.413,437.7,85.0
100,D0001,0.779,2.5,FAIL,POWER_IR_DROP_FAIL,-1.407,0.4,446.4,85.0
101,D0001,0.805,0.6,PASS,NA,0.576,1.667,243.1,85.0
102,D0001,0.805,0.679,PASS,NA,0.497,1.473,251.8,85.0
103,D0001,0.805,0.758,PASS,NA,0.418,1.319,260.5,85.0
104,D0001,0.805,0.837,PASS,NA,0.339,1.195,269.2,85.0
105,D0001,0.805,0.917,PASS,NA,0.259,1.091,278.0,85.0
106,D0001,0.805,0.996,PASS,NA,0.18,1.004,286.7,85.0
107,D0001,0.805,1.075,PASS,NA,0.101,0.93,295.4,85.0
108,D0001,0.805,1.154,PASS,NA,0.022,0.867,304.0,85.0
109,D0001,0.805,1.233,FAIL,FREQ_MARGIN,-0.057,0.811,312.7,85.0
110,D0001,0.805,1.312,FAIL,FREQ_MARGIN,-0.136,0.762,321.4,85.0
111,D0001,0.805,1.392,FAIL,FREQ_MARGIN,-0.216,0.718,330.2,85.0
112,D0001,0.805,1.471,FAIL,FREQ_MARGIN,-0.295,0.68,338.9,85.0
113,D0001,0.805,1.55,FAIL,FREQ_MARGIN,-0.374,0.645,347.6,85.0
114,D0001,0.805,1.629,FAIL,FREQ_MARGIN,-0.453,0.614,356.3,85.0
115,D0001,0.805,1.708,FAIL,POWER_IR_DROP_FAIL,-0.532,0.585,365.0,85.0
116,D0001,0.805,1.788,FAIL,POWER_IR_DROP_FAIL,-0.612,0.559,373.8,85.0
117,D0001,0.805,1.867,FAIL,POWER_IR_DROP_FAIL,-0.691,0.536,382.5,85.0
118,D0001,0.805,1.946,FAIL,POWER_IR_DROP_FAIL,-0.77,0.514,391.2,85.0
119,D0001,0.805,2.025,FAIL,POWER_IR_DROP_FAIL,-0.849,0.494,399.8,85.0
120,D0001,0.805,2.104,FAIL,POWER_IR_DROP_FAIL,-0.928,0.475,408.5,85.0
121,D0001,0.805,2.183,FAIL,POWER_IR_DROP_FAIL,-1.007,0.458,417.2,85.0
122,D0001,0.805,2.262,FAIL,POWER_IR_DROP_FAIL,-1.086,0.442,425.9,85.0
123,D0001,0.805,2.342,FAIL,POWER_IR_DROP_FAIL,-1.166,0.427,434.7,85.0
124,D0001,0.805,2.421,FAIL,POWER_IR_DROP_FAIL,-1.245,0.413,443.4,85.0
125,D0001,0.805,2.5,FAIL,POWER_IR_DROP_FAIL,-1.324,0.4,452.1,85.0
126,D0001,0.832,0.6,PASS,NA,0.662,1.667,249.0,85.0
127,D0001,0.832,0.679,PASS,NA,0.583,1.473,257.7,85.0
128,D0001,0.832,0.758,PASS,NA,0.504,1.319,266.4,85.0
129,D0001,0.832,0.837,PASS,NA,0.425,1.195,275.1,85.0
130,D0001,0.832,0.917,PASS,NA,0.345,1.091,283.9,85.0
131,D0001,0.832,0.996,PASS,NA,0.266,1.004,292.6,85.0
132,D0001,0.832,1.075,PASS,NA,0.187,0.93,301.3,85.0
133,D0001,0.832,1.154,PASS,NA,0.108,0.867,310.0,85.0
134,D0001,0.832,1.233,PASS,NA,0.029,0.811,318.7,85.0
135,D0001,0.832,1.312,FAIL,FREQ_MARGIN,-0.05,0.762,327.4,85.0
136,D0001,0.832,1.392,FAIL,FREQ_MARGIN,-0.13,0.718,336.2,85.0
137,D0001,0.832,1.471,FAIL,FREQ_MARGIN,-0.209,0.68,344.8,85.0
138,D0001,0.832,1.55,FAIL,FREQ_MARGIN,-0.288,0.645,353.5,85.0
139,D0001,0.832,1.629,FAIL,FREQ_MARGIN,-0.367,0.614,362.2,85.0
140,D0001,0.832,1.708,FAIL,POWER_IR_DROP_FAIL,-0.446,0.585,370.9,85.0
141,D0001,0.832,1.788,FAIL,POWER_IR_DROP_FAIL,-0.526,0.559,379.7,85.0
142,D0001,0.832,1.867,FAIL,POWER_IR_DROP_FAIL,-0.605,0.536,388.4,85.0
143,D0001,0.832,1.946,FAIL,POWER_IR_DROP_FAIL,-0.684,0.514,397.1,85.0
144,D0001,0.832,2.025,FAIL,POWER_IR_DROP_FAIL,-0.763,0.494,405.8,85.0
145,D0001,0.832,2.104,FAIL,POWER_IR_DROP_FAIL,-0.842,0.475,414.5,85.0
146,D0001,0.832,2.183,FAIL,POWER_IR_DROP_FAIL,-0.921,0.458,423.2,85.0
147,D0001,0.832,2.262,FAIL,POWER_IR_DROP_FAIL,-1.0,0.442,431.9,85.0
148,D0001,0.832,2.342,FAIL,POWER_IR_DROP_FAIL,-1.08,0.427,440.7,85.0
149,D0001,0.832,2.421,FAIL,POWER_IR_DROP_FAIL,-1.159,0.413,449.4,85.0
150,D0001,0.832,2.5,FAIL,POWER_IR_DROP_FAIL,-1.238,0.4,458.0,85.0
151,D0001,0.858,0.6,PASS,NA,0.746,1.667,254.8,85.0
152,D0001,0.858,0.679,PASS,NA,0.667,1.473,263.4,85.0
153,D0001,0.858,0.758,PASS,NA,0.588,1.319,272.1,85.0
154,D0001,0.858,0.837,PASS,NA,0.509,1.195,280.8,85.0
155,D0001,0.858,0.917,PASS,NA,0.429,1.091,289.6,85.0
156,D0001,0.858,0.996,PASS,NA,0.35,1.004,298.3,85.0
157,D0001,0.858,1.075,PASS,NA,0.271,0.93,307.0,85.0
158,D0001,0.858,1.154,PASS,NA,0.192,0.867,315.7,85.0
159,D0001,0.858,1.233,PASS,NA,0.113,0.811,324.4,85.0
160,D0001,0.858,1.312,PASS,NA,0.034,0.762,333.1,85.0
161,D0001,0.858,1.392,FAIL,FREQ_MARGIN,-0.046,0.718,341.9,85.0
162,D0001,0.858,1.471,FAIL,FREQ_MARGIN,-0.125,0.68,350.6,85.0
163,D0001,0.858,1.55,FAIL,FREQ_MARGIN,-0.204,0.645,359.3,85.0
164,D0001,0.858,1.629,FAIL,FREQ_MARGIN,-0.283,0.614,368.0,85.0
165,D0001,0.858,1.708,FAIL,POWER_IR_DROP_FAIL,-0.362,0.585,376.6,85.0
166,D0001,0.858,1.788,FAIL,POWER_IR_DROP_FAIL,-0.442,0.559,385.4,85.0
167,D0001,0.858,1.867,FAIL,POWER_IR_DROP_FAIL,-0.521,0.536,394.1,85.0
168,D0001,0.858,1.946,FAIL,POWER_IR_DROP_FAIL,-0.6,0.514,402.8,85.0
169,D0001,0.858,2.025,FAIL,POWER_IR_DROP_FAIL,-0.679,0.494,411.5,85.0
170,D0001,0.858,2.104,FAIL,POWER_IR_DROP_FAIL,-0.758,0.475,420.2,85.0
171,D0001,0.858,2.183,FAIL,POWER_IR_DROP_FAIL,-0.837,0.458,428.9,85.0
172,D0001,0.858,2.262,FAIL,POWER_IR_DROP_FAIL,-0.916,0.442,437.6,85.0
173,D0001,0.858,2.342,FAIL,POWER_IR_DROP_FAIL,-0.996,0.427,446.4,85.0
174,D0001,0.858,2.421,FAIL,POWER_IR_DROP_FAIL,-1.075,0.413,455.1,85.0
175,D0001,0.858,2.5,FAIL,POWER_IR_DROP_FAIL,-1.154,0.4,463.8,85.0
176,D0001,0.884,0.6,PASS,NA,0.829,1.667,260.5,85.0
177,D0001,0.884,0.679,PASS,NA,0.75,1.473,269.2,85.0
178,D0001,0.884,0.758,PASS,NA,0.671,1.319,277.9,85.0
179,D0001,0.884,0.837,PASS,NA,0.592,1.195,286.5,85.0
180,D0001,0.884,0.917,PASS,NA,0.512,1.091,295.4,85.0
181,D0001,0.884,0.996,PASS,NA,0.433,1.004,304.0,85.0
182,D0001,0.884,1.075,PASS,NA,0.354,0.93,312.7,85.0
183,D0001,0.884,1.154,PASS,NA,0.275,0.867,321.4,85.0
184,D0001,0.884,1.233,PASS,NA,0.196,0.811,330.1,85.0
185,D0001,0.884,1.312,PASS,NA,0.117,0.762,338.8,85.0
186,D0001,0.884,1.392,PASS,NA,0.037,0.718,347.6,85.0
187,D0001,0.884,1.471,FAIL,FREQ_MARGIN,-0.042,0.68,356.3,85.0
188,D0001,0.884,1.55,FAIL,FREQ_MARGIN,-0.121,0.645,365.0,85.0
189,D0001,0.884,1.629,FAIL,FREQ_MARGIN,-0.2,0.614,373.7,85.0
190,D0001,0.884,1.708,FAIL,POWER_IR_DROP_FAIL,-0.279,0.585,382.4,85.0
191,D0001,0.884,1.788,FAIL,POWER_IR_DROP_FAIL,-0.359,0.559,391.2,85.0
192,D0001,0.884,1.867,FAIL,POWER_IR_DROP_FAIL,-0.438,0.536,399.8,85.0
193,D0001,0.884,1.946,FAIL,POWER_IR_DROP_FAIL,-0.517,0.514,408.5,85.0
194,D0001,0.884,2.025,FAIL,POWER_IR_DROP_FAIL,-0.596,0.494,417.2,85.0
195,D0001,0.884,2.104,FAIL,POWER_IR_DROP_FAIL,-0.675,0.475,425.9,85.0
196,D0001,0.884,2.183,FAIL,POWER_IR_DROP_FAIL,-0.754,0.458,434.6,85.0
197,D0001,0.884,2.262,FAIL,POWER_IR_DROP_FAIL,-0.833,0.442,443.3,85.0
198,D0001,0.884,2.342,FAIL,POWER_IR_DROP_FAIL,-0.913,0.427,452.1,85.0
199,D0001,0.884,2.421,FAIL,POWER_IR_DROP_FAIL,-0.992,0.413,460.8,85.0
200,D0001,0.884,2.5,FAIL,POWER_IR_DROP_FAIL,-1.071,0.4,469.5,85.0
201,D0001,0.911,0.6,PASS,NA,0.915,1.667,266.4,85.0
202,D0001,0.911,0.679,PASS,NA,0.836,1.473,275.1,85.0
203,D0001,0.911,0.758,PASS,NA,0.757,1.319,283.8,85.0
204,D0001,0.911,0.837,PASS,NA,0.678,1.195,292.5,85.0
205,D0001,0.911,0.917,PASS,NA,0.598,1.091,301.3,85.0
206,D0001,0.911,0.996,PASS,NA,0.519,1.004,310.0,85.0
207,D0001,0.911,1.075,PASS,NA,0.44,0.93,318.7,85.0
208,D0001,0.911,1.154,PASS,NA,0.361,0.867,327.4,85.0
209,D0001,0.911,1.233,PASS,NA,0.282,0.811,336.1,85.0
210,D0001,0.911,1.312,PASS,NA,0.203,0.762,344.7,85.0
211,D0001,0.911,1.392,PASS,NA,0.123,0.718,353.5,85.0
212,D0001,0.911,1.471,PASS,NA,0.044,0.68,362.2,85.0
213,D0001,0.911,1.55,FAIL,FREQ_MARGIN,-0.035,0.645,370.9,85.0
214,D0001,0.911,1.629,FAIL,FREQ_MARGIN,-0.114,0.614,379.6,85.0
215,D0001,0.911,1.708,FAIL,POWER_IR_DROP_FAIL,-0.193,0.585,388.3,85.0
216,D0001,0.911,1.788,FAIL,POWER_IR_DROP_FAIL,-0.273,0.559,397.1,85.0
217,D0001,0.911,1.867,FAIL,POWER_IR_DROP_FAIL,-0.352,0.536,405.8,85.0
218,D0001,0.911,1.946,FAIL,POWER_IR_DROP_FAIL,-0.431,0.514,414.5,85.0
219,D0001,0.911,2.025,FAIL,POWER_IR_DROP_FAIL,-0.51,0.494,423.2,85.0
220,D0001,0.911,2.104,FAIL,POWER_IR_DROP_FAIL,-0.589,0.475,431.9,85.0
221,D0001,0.911,2.183,FAIL,POWER_IR_DROP_FAIL,-0.668,0.458,440.6,85.0
222,D0001,0.911,2.262,FAIL,POWER_IR_DROP_FAIL,-0.747,0.442,449.2,85.0
223,D0001,0.911,2.342,FAIL,POWER_IR_DROP_FAIL,-0.827,0.427,458.0,85.0
224,D0001,0.911,2.421,FAIL,POWER_IR_DROP_FAIL,-0.906,0.413,466.7,85.0
225,D0001,0.911,2.5,FAIL,POWER_IR_DROP_FAIL,-0.985,0.4,475.4,85.0
226,D0001,0.937,0.6,PASS,NA,0.998,1.667,272.1,85.0
227,D0001,0.937,0.679,PASS,NA,0.919,1.473,280.8,85.0
228,D0001,0.937,0.758,PASS,NA,0.84,1.319,289.5,85.0
229,D0001,0.937,0.837,PASS,NA,0.761,1.195,298.2,85.0
230,D0001,0.937,0.917,PASS,NA,0.681,1.091,307.0,85.0
231,D0001,0.937,0.996,PASS,NA,0.602,1.004,315.7,85.0
232,D0001,0.937,1.075,PASS,NA,0.523,0.93,324.4,85.0
233,D0001,0.937,1.154,PASS,NA,0.444,0.867,333.1,85.0
234,D0001,0.937,1.233,PASS,NA,0.365,0.811,341.8,85.0
235,D0001,0.937,1.312,PASS,NA,0.286,0.762,350.5,85.0
236,D0001,0.937,1.392,PASS,NA,0.206,0.718,359.3,85.0
237,D0001,0.937,1.471,PASS,NA,0.127,0.68,368.0,85.0
238,D0001,0.937,1.55,PASS,NA,0.048,0.645,376.6,85.0
239,D0001,0.937,1.629,FAIL,FREQ_MARGIN,-0.031,0.614,385.3,85.0
240,D0001,0.937,1.708,FAIL,POWER_IR_DROP_FAIL,-0.11,0.585,394.0,85.0
241,D0001,0.937,1.788,FAIL,POWER_IR_DROP_FAIL,-0.19,0.559,402.8,85.0
242,D0001,0.937,1.867,FAIL,POWER_IR_DROP_FAIL,-0.269,0.536,411.5,85.0
243,D0001,0.937,1.946,FAIL,POWER_IR_DROP_FAIL,-0.348,0.514,420.2,85.0
244,D0001,0.937,2.025,FAIL,POWER_IR_DROP_FAIL,-0.427,0.494,428.9,85.0
245,D0001,0.937,2.104,FAIL,POWER_IR_DROP_FAIL,-0.506,0.475,437.6,85.0
246,D0001,0.937,2.183,FAIL,POWER_IR_DROP_FAIL,-0.585,0.458,446.3,85.0
247,D0001,0.937,2.262,FAIL,POWER_IR_DROP_FAIL,-0.664,0.442,455.0,85.0
248,D0001,0.937,2.342,FAIL,POWER_IR_DROP_FAIL,-0.744,0.427,463.8,85.0
249,D0001,0.937,2.421,FAIL,POWER_IR_DROP_FAIL,-0.823,0.413,472.4,85.0
250,D0001,0.937,2.5,FAIL,POWER_IR_DROP_FAIL,-0.902,0.4,481.1,85.0
251,D0001,0.963,0.6,PASS,NA,1.082,1.667,277.9,85.0
252,D0001,0.963,0.679,PASS,NA,1.003,1.473,286.6,85.0
253,D0001,0.963,0.758,PASS,NA,0.924,1.319,295.2,85.0
254,D0001,0.963,0.837,PASS,NA,0.845,1.195,303.9,85.0
255,D0001,0.963,0.917,PASS,NA,0.765,1.091,312.7,85.0
256,D0001,0.963,0.996,PASS,NA,0.686,1.004,321.4,85.0
257,D0001,0.963,1.075,PASS,NA,0.607,0.93,330.1,85.0
258,D0001,0.963,1.154,PASS,NA,0.528,0.867,338.8,85.0
259,D0001,0.963,1.233,PASS,NA,0.449,0.811,347.5,85.0
260,D0001,0.963,1.312,PASS,NA,0.37,0.762,356.2,85.0
261,D0001,0.963,1.392,PASS,NA,0.29,0.718,365.0,85.0
262,D0001,0.963,1.471,PASS,NA,0.211,0.68,373.7,85.0
263,D0001,0.963,1.55,PASS,NA,0.132,0.645,382.4,85.0
264,D0001,0.963,1.629,PASS,NA,0.053,0.614,391.0,85.0
265,D0001,0.963,1.708,FAIL,POWER_IR_DROP_FAIL,-0.026,0.585,399.7,85.0
266,D0001,0.963,1.788,FAIL,POWER_IR_DROP_FAIL,-0.106,0.559,408.5,85.0
267,D0001,0.963,1.867,FAIL,POWER_IR_DROP_FAIL,-0.185,0.536,417.2,85.0
268,D0001,0.963,1.946,FAIL,POWER_IR_DROP_FAIL,-0.264,0.514,425.9,85.0
269,D0001,0.963,2.025,FAIL,POWER_IR_DROP_FAIL,-0.343,0.494,434.6,85.0
270,D0001,0.963,2.104,FAIL,POWER_IR_DROP_FAIL,-0.422,0.475,443.3,85.0
271,D0001,0.963,2.183,FAIL,POWER_IR_DROP_FAIL,-0.501,0.458,452.0,85.0
272,D0001,0.963,2.262,FAIL,POWER_IR_DROP_FAIL,-0.58,0.442,460.7,85.0
273,D0001,0.963,2.342,FAIL,POWER_IR_DROP_FAIL,-0.66,0.427,469.5,85.0
274,D0001,0.963,2.421,FAIL,POWER_IR_DROP_FAIL,-0.739,0.413,478.2,85.0
275,D0001,0.963,2.5,FAIL,POWER_IR_DROP_FAIL,-0.818,0.4,486.9,85.0
276,D0001,0.989,0.6,PASS,NA,1.165,1.667,283.6,85.0
277,D0001,0.989,0.679,PASS,NA,1.086,1.473,292.3,85.0
278,D0001,0.989,0.758,PASS,NA,1.007,1.319,301.0,85.0
279,D0001,0.989,0.837,PASS,NA,0.928,1.195,309.6,85.0
280,D0001,0.989,0.917,PASS,NA,0.848,1.091,318.4,85.0
281,D0001,0.989,0.996,PASS,NA,0.769,1.004,327.1,85.0
282,D0001,0.989,1.075,PASS,NA,0.69,0.93,335.8,85.0
283,D0001,0.989,1.154,PASS,NA,0.611,0.867,344.5,85.0
284,D0001,0.989,1.233,PASS,NA,0.532,0.811,353.2,85.0
285,D0001,0.989,1.312,PASS,NA,0.453,0.762,361.9,85.0
286,D0001,0.989,1.392,PASS,NA,0.373,0.718,370.7,85.0
287,D0001,0.989,1.471,PASS,NA,0.294,0.68,379.4,85.0
288,D0001,0.989,1.55,PASS,NA,0.215,0.645,388.1,85.0
289,D0001,0.989,1.629,PASS,NA,0.136,0.614,396.8,85.0
290,D0001,0.989,1.708,FAIL,POWER_IR_DROP_FAIL,0.057,0.585,405.5,85.0
291,D0001,0.989,1.788,FAIL,POWER_IR_DROP_FAIL,-0.023,0.559,414.3,85.0
292,D0001,0.989,1.867,FAIL,POWER_IR_DROP_FAIL,-0.102,0.536,423.0,85.0
293,D0001,0.989,1.946,FAIL,POWER_IR_DROP_FAIL,-0.181,0.514,431.6,85.0
294,D0001,0.989,2.025,FAIL,POWER_IR_DROP_FAIL,-0.26,0.494,440.3,85.0
295,D0001,0.989,2.104,FAIL,POWER_IR_DROP_FAIL,-0.339,0.475,449.0,85.0
296,D0001,0.989,2.183,FAIL,POWER_IR_DROP_FAIL,-0.418,0.458,457.7,85.0
297,D0001,0.989,2.262,FAIL,POWER_IR_DROP_FAIL,-0.497,0.442,466.4,85.0
298,D0001,0.989,2.342,FAIL,POWER_IR_DROP_FAIL,-0.577,0.427,475.2,85.0
299,D0001,0.989,2.421,FAIL,POWER_IR_DROP_FAIL,-0.656,0.413,483.9,85.0
300,D0001,0.989,2.5,FAIL,POWER_IR_DROP_FAIL,-0.735,0.4,492.6,85.0
301,D0001,1.016,0.6,PASS,NA,1.251,1.667,289.5,85.0
302,D0001,1.016,0.679,PASS,NA,1.172,1.473,298.2,85.0
303,D0001,1.016,0.758,PASS,NA,1.093,1.319,306.9,85.0
304,D0001,1.016,0.837,PASS,NA,1.014,1.195,315.6,85.0
305,D0001,1.016,0.917,PASS,NA,0.934,1.091,324.4,85.0
306,D0001,1.016,0.996,PASS,NA,0.855,1.004,333.1,85.0
