Point_ID,Die_ID,VDD_V,Frequency_GHz,Test_Result,Failure_Code,Margin_GHz,Timing_ns,Current_mA,Temperature_C
23,D0001,0.7,2.342,FAIL,FREQ_MARGIN,-1.542,0.427,245.5,85.0
24,D0001,0.7,2.421,FAIL,FREQ_MARGIN,-1.621,0.413,250.3,85.0
25,D0001,0.7,2.5,FAIL,FREQ_MARGIN,-1.7,0.4,255.0,85.0
26,D0001,0.726,0.6,PASS,NA,0.348,1.667,144.9,85.0
27,D0001,0.726,0.679,PASS,NA,0.269,1.473,149.6,85.0
28,D0001,0.726,0.758,PASS,NA,0.19,1.319,154.4,85.0
29,D0001,0.726,0.837,PASS,NA,0.111,1.195,159.1,85.0
30,D0001,0.726,0.917,PASS,NA,0.031,1.091,163.9,85.0
31,D0001,0.726,0.996,FAIL,FREQ_MARGIN,-0.048,1.004,168.7,85.0
32,D0001,0.726,1.075,FAIL,FREQ_MARGIN,-0.127,0.93,173.4,85.0
33,D0001,0.726,1.154,FAIL,FREQ_MARGIN,-0.206,0.867,178.1,85.0
34,D0001,0.726,1.233,FAIL,FREQ_MARGIN,-0.285,0.811,182.9,85.0
35,D0001,0.726,1.312,FAIL,FREQ_MARGIN,-0.364,0.762,187.6,85.0
36,D0001,0.726,1.392,FAIL,FREQ_MARGIN,-0.444,0.718,192.4,85.0
37,D0001,0.726,1.471,FAIL,FREQ_MARGIN,-0.523,0.68,197.2,85.0
38,D0001,0.726,1.55,FAIL,FREQ_MARGIN,-0.602,0.645,201.9,85.0
39,D0001,0.726,1.629,FAIL,FREQ_MARGIN,-0.681,0.614,206.6,85.0
40,D0001,0.726,1.708,FAIL,FREQ_MARGIN,-0.76,0.585,211.4,85.0
41,D0001,0.726,1.788,FAIL,FREQ_MARGIN,-0.84,0.559,216.2,85.0
42,D0001,0.726,1.867,FAIL,FREQ_MARGIN,-0.919,0.536,220.9,85.0
43,D0001,0.726,1.946,FAIL,FREQ_MARGIN,-0.998,0.514,225.7,85.0
44,D0001,0.726,2.025,FAIL,FREQ_MARGIN,-1.077,0.494,230.4,85.0
45,D0001,0.726,2.104,FAIL,FREQ_MARGIN,-1.156,0.475,235.1,85.0
46,D0001,0.726,2.183,FAIL,FREQ_MARGIN,-1.235,0.458,239.9,85.0
47,D0001,0.726,2.262,FAIL,FREQ_MARGIN,-1.314,0.442,244.6,85.0
48,D0001,0.726,2.342,FAIL,FREQ_MARGIN,-1.394,0.427,249.4,85.0
49,D0001,0.726,2.421,FAIL,FREQ_MARGIN,-1.473,0.413,254.2,85.0
50,D0001,0.726,2.5,FAIL,FREQ_MARGIN,-1.552,0.4,258.9,85.0
51,D0001,0.753,0.6,PASS,NA,0.501,1.667,149.0,85.0
52,D0001,0.753,0.679,PASS,NA,0.422,1.473,153.7,85.0
53,D0001,0.753,0.758,PASS,NA,0.343,1.319,158.4,85.0
54,D0001,0.753,0.837,PASS,NA,0.264,1.195,163.2,85.0
55,D0001,0.753,0.917,PASS,NA,0.184,1.091,168.0,85.0
56,D0001,0.753,0.996,PASS,NA,0.105,1.004,172.7,85.0
57,D0001,0.753,1.075,PASS,NA,0.026,0.93,177.4,85.0
58,D0001,0.753,1.154,FAIL,FREQ_MARGIN,-0.053,0.867,182.2,85.0
59,D0001,0.753,1.233,FAIL,FREQ_MARGIN,-0.132,0.811,186.9,85.0
60,D0001,0.753,1.312,FAIL,FREQ_MARGIN,-0.211,0.762,191.7,85.0
61,D0001,0.753,1.392,FAIL,FREQ_MARGIN,-0.291,0.718,196.5,85.0
62,D0001,0.753,1.471,FAIL,FREQ_MARGIN,-0.37,0.68,201.2,85.0
63,D0001,0.753,1.55,FAIL,FREQ_MARGIN,-0.449,0.645,206.0,85.0
64,D0001,0.753,1.629,FAIL,FREQ_MARGIN,-0.528,0.614,210.7,85.0
65,D0001,0.753,1.708,FAIL,FREQ_MARGIN,-0.607,0.585,215.4,85.0
66,D0001,0.753,1.788,FAIL,FREQ_MARGIN,-0.687,0.559,220.2,85.0
67,D0001,0.753,1.867,FAIL,FREQ_MARGIN,-0.766,0.536,225.0,85.0
68,D0001,0.753,1.946,FAIL,FREQ_MARGIN,-0.845,0.514,229.7,85.0
69,D0001,0.753,2.025,FAIL,FREQ_MARGIN,-0.924,0.494,234.4,85.0
70,D0001,0.753,2.104,FAIL,FREQ_MARGIN,-1.003,0.475,239.2,85.0
71,D0001,0.753,2.183,FAIL,FREQ_MARGIN,-1.082,0.458,243.9,85.0
72,D0001,0.753,2.262,FAIL,FREQ_MARGIN,-1.161,0.442,248.7,85.0
73,D0001,0.753,2.342,FAIL,FREQ_MARGIN,-1.241,0.427,253.5,85.0
74,D0001,0.753,2.421,FAIL,FREQ_MARGIN,-1.32,0.413,258.2,85.0
75,D0001,0.753,2.5,FAIL,FREQ_MARGIN,-1.399,0.4,263.0,85.0
76,D0001,0.779,0.6,PASS,NA,0.649,1.667,152.9,85.0
77,D0001,0.779,0.679,PASS,NA,0.57,1.473,157.6,85.0
78,D0001,0.779,0.758,PASS,NA,0.491,1.319,162.3,85.0
79,D0001,0.779,0.837,PASS,NA,0.412,1.195,167.1,85.0
80,D0001,0.779,0.917,PASS,NA,0.332,1.091,171.9,85.0
81,D0001,0.779,0.996,PASS,NA,0.253,1.004,176.6,85.0
82,D0001,0.779,1.075,PASS,NA,0.174,0.93,181.4,85.0
83,D0001,0.779,1.154,PASS,NA,0.095,0.867,186.1,85.0
84,D0001,0.779,1.233,PASS,NA,0.016,0.811,190.8,85.0
85,D0001,0.779,1.312,FAIL,FREQ_MARGIN,-0.063,0.762,195.6,85.0
86,D0001,0.779,1.392,FAIL,FREQ_MARGIN,-0.143,0.718,200.4,85.0
87,D0001,0.779,1.471,FAIL,FREQ_MARGIN,-0.222,0.68,205.1,85.0
88,D0001,0.779,1.55,FAIL,FREQ_MARGIN,-0.301,0.645,209.8,85.0
89,D0001,0.779,1.629,FAIL,FREQ_MARGIN,-0.38,0.614,214.6,85.0
90,D0001,0.779,1.708,FAIL,FREQ_MARGIN,-0.459,0.585,219.3,85.0
91,D0001,0.779,1.788,FAIL,FREQ_MARGIN,-0.539,0.559,224.1,85.0
92,D0001,0.779,1.867,FAIL,FREQ_MARGIN,-0.618,0.536,228.9,85.0
93,D0001,0.779,1.946,FAIL,FREQ_MARGIN,-0.697,0.514,233.6,85.0
94,D0001,0.779,2.025,FAIL,FREQ_MARGIN,-0.776,0.494,238.4,85.0
95,D0001,0.779,2.104,FAIL,FREQ_MARGIN,-0.855,0.475,243.1,85.0
96,D0001,0.779,2.183,FAIL,FREQ_MARGIN,-0.934,0.458,247.8,85.0
97,D0001,0.779,2.262,FAIL,FREQ_MARGIN,-1.013,0.442,252.6,85.0
98,D0001,0.779,2.342,FAIL,FREQ_MARGIN,-1.093,0.427,257.4,85.0
99,D0001,0.779,2.421,FAIL,FREQ_MARGIN,-1.172,0.413,262.1,85.0
100,D0001,0.779,2.5,FAIL,FREQ_MARGIN,-1.251,0.4,266.8,85.0
101,D0001,0.805,0.6,PASS,NA,0.796,1.667,156.8,85.0
102,D0001,0.805,0.679,PASS,NA,0.717,1.473,161.5,85.0
103,D0001,0.805,0.758,PASS,NA,0.638,1.319,166.2,85.0
104,D0001,0.805,0.837,PASS,NA,0.559,1.195,171.0,85.0
105,D0001,0.805,0.917,PASS,NA,0.479,1.091,175.8,85.0
106,D0001,0.805,0.996,PASS,NA,0.4,1.004,180.5,85.0
107,D0001,0.805,1.075,PASS,NA,0.321,0.93,185.2,85.0
108,D0001,0.805,1.154,PASS,NA,0.242,0.867,190.0,85.0
109,D0001,0.805,1.233,PASS,NA,0.163,0.811,194.7,85.0
110,D0001,0.805,1.312,PASS,NA,0.084,0.762,199.5,85.0
111,D0001,0.805,1.392,PASS,NA,0.004,0.718,204.3,85.0
112,D0001,0.805,1.471,FAIL,FREQ_MARGIN,-0.075,0.68,209.0,85.0
113,D0001,0.805,1.55,FAIL,FREQ_MARGIN,-0.154,0.645,213.8,85.0
114,D0001,0.805,1.629,FAIL,FREQ_MARGIN,-0.233,0.614,218.5,85.0
115,D0001,0.805,1.708,FAIL,FREQ_MARGIN,-0.312,0.585,223.2,85.0
116,D0001,0.805,1.788,FAIL,FREQ_MARGIN,-0.392,0.559,228.0,85.0
117,D0001,0.805,1.867,FAIL,FREQ_MARGIN,-0.471,0.536,232.8,85.0
118,D0001,0.805,1.946,FAIL,FREQ_MARGIN,-0.55,0.514,237.5,85.0
119,D0001,0.805,2.025,FAIL,FREQ_MARGIN,-0.629,0.494,242.2,85.0
120,D0001,0.805,2.104,FAIL,FREQ_MARGIN,-0.708,0.475,247.0,85.0
121,D0001,0.805,2.183,FAIL,FREQ_MARGIN,-0.787,0.458,251.7,85.0
122,D0001,0.805,2.262,FAIL,FREQ_MARGIN,-0.866,0.442,256.5,85.0
123,D0001,0.805,2.342,FAIL,FREQ_MARGIN,-0.946,0.427,261.3,85.0
124,D0001,0.805,2.421,FAIL,FREQ_MARGIN,-1.025,0.413,266.0,85.0
125,D0001,0.805,2.5,FAIL,FREQ_MARGIN,-1.104,0.4,270.8,85.0
126,D0001,0.832,0.6,PASS,NA,0.95,1.667,160.8,85.0
127,D0001,0.832,0.679,PASS,NA,0.871,1.473,165.5,85.0
128,D0001,0.832,0.758,PASS,NA,0.792,1.319,170.3,85.0
129,D0001,0.832,0.837,PASS,NA,0.713,1.195,175.0,85.0
130,D0001,0.832,0.917,PASS,NA,0.633,1.091,179.8,85.0
131,D0001,0.832,0.996,PASS,NA,0.554,1.004,184.6,85.0
132,D0001,0.832,1.075,PASS,NA,0.475,0.93,189.3,85.0
133,D0001,0.832,1.154,PASS,NA,0.396,0.867,194.0,85.0
134,D0001,0.832,1.233,PASS,NA,0.317,0.811,198.8,85.0
135,D0001,0.832,1.312,PASS,NA,0.238,0.762,203.5,85.0
136,D0001,0.832,1.392,PASS,NA,0.158,0.718,208.3,85.0
137,D0001,0.832,1.471,PASS,NA,0.079,0.68,213.1,85.0
138,D0001,0.832,1.55,FAIL,FREQ_MARGIN,-0.0,0.645,217.8,85.0
139,D0001,0.832,1.629,FAIL,FREQ_MARGIN,-0.079,0.614,222.5,85.0
140,D0001,0.832,1.708,FAIL,FREQ_MARGIN,-0.158,0.585,227.3,85.0
141,D0001,0.832,1.788,FAIL,FREQ_MARGIN,-0.238,0.559,232.1,85.0
142,D0001,0.832,1.867,FAIL,FREQ_MARGIN,-0.317,0.536,236.8,85.0
143,D0001,0.832,1.946,FAIL,FREQ_MARGIN,-0.396,0.514,241.6,85.0
144,D0001,0.832,2.025,FAIL,FREQ_MARGIN,-0.475,0.494,246.3,85.0
145,D0001,0.832,2.104,FAIL,FREQ_MARGIN,-0.554,0.475,251.0,85.0
146,D0001,0.832,2.183,FAIL,FREQ_MARGIN,-0.633,0.458,255.8,85.0
147,D0001,0.832,2.262,FAIL,FREQ_MARGIN,-0.712,0.442,260.5,85.0
148,D0001,0.832,2.342,FAIL,FREQ_MARGIN,-0.792,0.427,265.3,85.0
149,D0001,0.832,2.421,FAIL,FREQ_MARGIN,-0.871,0.413,270.1,85.0
150,D0001,0.832,2.5,FAIL,FREQ_MARGIN,-0.95,0.4,274.8,85.0
151,D0001,0.858,0.6,PASS,NA,1.097,1.667,164.7,85.0
152,D0001,0.858,0.679,PASS,NA,1.018,1.473,169.4,85.0
153,D0001,0.858,0.758,PASS,NA,0.939,1.319,174.2,85.0
154,D0001,0.858,0.837,PASS,NA,0.86,1.195,178.9,85.0
155,D0001,0.858,0.917,PASS,NA,0.78,1.091,183.7,85.0
156,D0001,0.858,0.996,PASS,NA,0.701,1.004,188.5,85.0
157,D0001,0.858,1.075,PASS,NA,0.622,0.93,193.2,85.0
158,D0001,0.858,1.154,PASS,NA,0.543,0.867,197.9,85.0
159,D0001,0.858,1.233,PASS,NA,0.464,0.811,202.7,85.0
160,D0001,0.858,1.312,PASS,NA,0.385,0.762,207.4,85.0
161,D0001,0.858,1.392,PASS,NA,0.305,0.718,212.2,85.0
162,D0001,0.858,1.471,PASS,NA,0.226,0.68,217.0,85.0
163,D0001,0.858,1.55,PASS,NA,0.147,0.645,221.7,85.0
164,D0001,0.858,1.629,PASS,NA,0.068,0.614,226.4,85.0
165,D0001,0.858,1.708,FAIL,FREQ_MARGIN,-0.011,0.585,231.2,85.0
166,D0001,0.858,1.788,FAIL,FREQ_MARGIN,-0.091,0.559,236.0,85.0
167,D0001,0.858,1.867,FAIL,FREQ_MARGIN,-0.17,0.536,240.7,85.0
168,D0001,0.858,1.946,FAIL,FREQ_MARGIN,-0.249,0.514,245.5,85.0
169,D0001,0.858,2.025,FAIL,FREQ_MARGIN,-0.328,0.494,250.2,85.0
170,D0001,0.858,2.104,FAIL,FREQ_MARGIN,-0.407,0.475,254.9,85.0
171,D0001,0.858,2.183,FAIL,FREQ_MARGIN,-0.486,0.458,259.7,85.0
172,D0001,0.858,2.262,FAIL,FREQ_MARGIN,-0.565,0.442,264.4,85.0
173,D0001,0.858,2.342,FAIL,FREQ_MARGIN,-0.645,0.427,269.2,85.0
174,D0001,0.858,2.421,FAIL,FREQ_MARGIN,-0.724,0.413,274.0,85.0
175,D0001,0.858,2.5,FAIL,FREQ_MARGIN,-0.803,0.4,278.7,85.0
176,D0001,0.884,0.6,PASS,NA,1.245,1.667,168.6,85.0
177,D0001,0.884,0.679,PASS,NA,1.166,1.473,173.3,85.0
178,D0001,0.884,0.758,PASS,NA,1.087,1.319,178.1,85.0
179,D0001,0.884,0.837,PASS,NA,1.008,1.195,182.8,85.0
180,D0001,0.884,0.917,PASS,NA,0.928,1.091,187.6,85.0
181,D0001,0.884,0.996,PASS,NA,0.849,1.004,192.4,85.0
182,D0001,0.884,1.075,PASS,NA,0.77,0.93,197.1,85.0
183,D0001,0.884,1.154,PASS,NA,0.691,0.867,201.8,85.0
184,D0001,0.884,1.233,PASS,NA,0.612,0.811,206.6,85.0
185,D0001,0.884,1.312,PASS,NA,0.533,0.762,211.3,85.0
186,D0001,0.884,1.392,PASS,NA,0.453,0.718,216.1,85.0
187,D0001,0.884,1.471,PASS,NA,0.374,0.68,220.9,85.0
188,D0001,0.884,1.55,PASS,NA,0.295,0.645,225.6,85.0
189,D0001,0.884,1.629,PASS,NA,0.216,0.614,230.3,85.0
190,D0001,0.884,1.708,PASS,NA,0.137,0.585,235.1,85.0
191,D0001,0.884,1.788,PASS,NA,0.057,0.559,239.9,85.0
192,D0001,0.884,1.867,FAIL,FREQ_MARGIN,-0.022,0.536,244.6,85.0
193,D0001,0.884,1.946,FAIL,FREQ_MARGIN,-0.101,0.514,249.4,85.0
194,D0001,0.884,2.025,FAIL,FREQ_MARGIN,-0.18,0.494,254.1,85.0
195,D0001,0.884,2.104,FAIL,FREQ_MARGIN,-0.259,0.475,258.8,85.0
196,D0001,0.884,2.183,FAIL,FREQ_MARGIN,-0.338,0.458,263.6,85.0
197,D0001,0.884,2.262,FAIL,FREQ_MARGIN,-0.417,0.442,268.3,85.0
198,D0001,0.884,2.342,FAIL,FREQ_MARGIN,-0.497,0.427,273.1,85.0
199,D0001,0.884,2.421,FAIL,FREQ_MARGIN,-0.576,0.413,277.9,85.0
200,D0001,0.884,2.5,FAIL,FREQ_MARGIN,-0.655,0.4,282.6,85.0
201,D0001,0.911,0.6,PASS,NA,1.398,1.667,172.6,85.0
202,D0001,0.911,0.679,PASS,NA,1.319,1.473,177.4,85.0
203,D0001,0.911,0.758,PASS,NA,1.24,1.319,182.1,85.0
204,D0001,0.911,0.837,PASS,NA,1.161,1.195,186.9,85.0
205,D0001,0.911,0.917,PASS,NA,1.081,1.091,191.7,85.0
206,D0001,0.911,0.996,PASS,NA,1.002,1.004,196.4,85.0
207,D0001,0.911,1.075,PASS,NA,0.923,0.93,201.2,85.0
208,D0001,0.911,1.154,PASS,NA,0.844,0.867,205.9,85.0
209,D0001,0.911,1.233,PASS,NA,0.765,0.811,210.6,85.0
210,D0001,0.911,1.312,PASS,NA,0.686,0.762,215.4,85.0
211,D0001,0.911,1.392,PASS,NA,0.606,0.718,220.2,85.0
212,D0001,0.911,1.471,PASS,NA,0.527,0.68,224.9,85.0
213,D0001,0.911,1.55,PASS,NA,0.448,0.645,229.6,85.0
214,D0001,0.911,1.629,PASS,NA,0.369,0.614,234.4,85.0
215,D0001,0.911,1.708,PASS,NA,0.29,0.585,239.1,85.0
216,D0001,0.911,1.788,PASS,NA,0.21,0.559,243.9,85.0
217,D0001,0.911,1.867,PASS,NA,0.131,0.536,248.7,85.0
218,D0001,0.911,1.946,PASS,NA,0.052,0.514,253.4,85.0
219,D0001,0.911,2.025,FAIL,FREQ_MARGIN,-0.027,0.494,258.2,85.0
220,D0001,0.911,2.104,FAIL,FREQ_MARGIN,-0.106,0.475,262.9,85.0
221,D0001,0.911,2.183,FAIL,FREQ_MARGIN,-0.185,0.458,267.6,85.0
222,D0001,0.911,2.262,FAIL,FREQ_MARGIN,-0.264,0.442,272.4,85.0
223,D0001,0.911,2.342,FAIL,FREQ_MARGIN,-0.344,0.427,277.2,85.0
224,D0001,0.911,2.421,FAIL,FREQ_MARGIN,-0.423,0.413,281.9,85.0
225,D0001,0.911,2.5,FAIL,FREQ_MARGIN,-0.502,0.4,286.6,85.0
226,D0001,0.937,0.6,PASS,NA,1.392,1.667,176.6,85.0
227,D0001,0.937,0.679,PASS,NA,1.313,1.473,181.3,85.0
228,D0001,0.937,0.758,PASS,NA,1.234,1.319,186.0,85.0
229,D0001,0.937,0.837,PASS,NA,1.155,1.195,190.8,85.0
230,D0001,0.937,0.917,PASS,NA,1.075,1.091,195.6,85.0
231,D0001,0.937,0.996,PASS,NA,0.996,1.004,200.3,85.0
232,D0001,0.937,1.075,PASS,NA,0.917,0.93,205.0,85.0
233,D0001,0.937,1.154,PASS,NA,0.838,0.867,209.8,85.0
234,D0001,0.937,1.233,PASS,NA,0.759,0.811,214.5,85.0
235,D0001,0.937,1.312,PASS,NA,0.68,0.762,219.3,85.0
236,D0001,0.937,1.392,PASS,NA,0.6,0.718,224.1,85.0
237,D0001,0.937,1.471,PASS,NA,0.521,0.68,228.8,85.0
238,D0001,0.937,1.55,PASS,NA,0.442,0.645,233.6,85.0
239,D0001,0.937,1.629,PASS,NA,0.363,0.614,238.3,85.0
240,D0001,0.937,1.708,PASS,NA,0.284,0.585,243.0,85.0
241,D0001,0.937,1.788,PASS,NA,0.204,0.559,247.8,85.0
242,D0001,0.937,1.867,PASS,NA,0.125,0.536,252.6,85.0
243,D0001,0.937,1.946,PASS,NA,0.046,0.514,257.3,85.0
244,D0001,0.937,2.025,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.033,0.494,262.0,85.0
245,D0001,0.937,2.104,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.112,0.475,266.8,85.0
246,D0001,0.937,2.183,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.191,0.458,271.5,85.0
247,D0001,0.937,2.262,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.27,0.442,276.3,85.0
248,D0001,0.937,2.342,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.35,0.427,281.1,85.0
249,D0001,0.937,2.421,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.429,0.413,285.8,85.0
250,D0001,0.937,2.5,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.508,0.4,290.6,85.0
251,D0001,0.963,0.6,PASS,NA,1.304,1.667,180.4,85.0
252,D0001,0.963,0.679,PASS,NA,1.225,1.473,185.2,85.0
253,D0001,0.963,0.758,PASS,NA,1.146,1.319,189.9,85.0
254,D0001,0.963,0.837,PASS,NA,1.067,1.195,194.7,85.0
255,D0001,0.963,0.917,PASS,NA,0.987,1.091,199.5,85.0
256,D0001,0.963,0.996,PASS,NA,0.908,1.004,204.2,85.0
257,D0001,0.963,1.075,PASS,NA,0.829,0.93,209.0,85.0
258,D0001,0.963,1.154,PASS,NA,0.75,0.867,213.7,85.0
259,D0001,0.963,1.233,PASS,NA,0.671,0.811,218.4,85.0
260,D0001,0.963,1.312,PASS,NA,0.592,0.762,223.2,85.0
261,D0001,0.963,1.392,PASS,NA,0.512,0.718,228.0,85.0
262,D0001,0.963,1.471,PASS,NA,0.433,0.68,232.7,85.0
263,D0001,0.963,1.55,PASS,NA,0.354,0.645,237.4,85.0
264,D0001,0.963,1.629,PASS,NA,0.275,0.614,242.2,85.0
265,D0001,0.963,1.708,PASS,NA,0.196,0.585,246.9,85.0
266,D0001,0.963,1.788,PASS,NA,0.116,0.559,251.7,85.0
267,D0001,0.963,1.867,PASS,NA,0.037,0.536,256.5,85.0
268,D0001,0.963,1.946,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.042,0.514,261.2,85.0
269,D0001,0.963,2.025,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.121,0.494,266.0,85.0
270,D0001,0.963,2.104,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.2,0.475,270.7,85.0
271,D0001,0.963,2.183,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.279,0.458,275.4,85.0
272,D0001,0.963,2.262,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.358,0.442,280.2,85.0
273,D0001,0.963,2.342,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.438,0.427,285.0,85.0
274,D0001,0.963,2.421,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.517,0.413,289.7,85.0
275,D0001,0.963,2.5,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.596,0.4,294.4,85.0
276,D0001,0.989,0.6,PASS,NA,1.215,1.667,184.4,85.0
277,D0001,0.989,0.679,PASS,NA,1.136,1.473,189.1,85.0
278,D0001,0.989,0.758,PASS,NA,1.057,1.319,193.8,85.0
279,D0001,0.989,0.837,PASS,NA,0.978,1.195,198.6,85.0
280,D0001,0.989,0.917,PASS,NA,0.898,1.091,203.4,85.0
281,D0001,0.989,0.996,PASS,NA,0.819,1.004,208.1,85.0
282,D0001,0.989,1.075,PASS,NA,0.74,0.93,212.8,85.0
283,D0001,0.989,1.154,PASS,NA,0.661,0.867,217.6,85.0
284,D0001,0.989,1.233,PASS,NA,0.582,0.811,222.3,85.0
285,D0001,0.989,1.312,PASS,NA,0.503,0.762,227.1,85.0
286,D0001,0.989,1.392,PASS,NA,0.423,0.718,231.9,85.0
287,D0001,0.989,1.471,PASS,NA,0.344,0.68,236.6,85.0
288,D0001,0.989,1.55,PASS,NA,0.265,0.645,241.4,85.0
289,D0001,0.989,1.629,PASS,NA,0.186,0.614,246.1,85.0
290,D0001,0.989,1.708,PASS,NA,0.107,0.585,250.8,85.0
291,D0001,0.989,1.788,PASS,NA,0.027,0.559,255.6,85.0
292,D0001,0.989,1.867,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.052,0.536,260.4,85.0
293,D0001,0.989,1.946,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.131,0.514,265.1,85.0
294,D0001,0.989,2.025,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.21,0.494,269.8,85.0
295,D0001,0.989,2.104,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.289,0.475,274.6,85.0
296,D0001,0.989,2.183,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.368,0.458,279.3,85.0
297,D0001,0.989,2.262,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.447,0.442,284.1,85.0
298,D0001,0.989,2.342,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.527,0.427,288.9,85.0
299,D0001,0.989,2.421,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.606,0.413,293.6,85.0
300,D0001,0.989,2.5,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.685,0.4,298.4,85.0
301,D0001,1.016,0.6,PASS,NA,1.124,1.667,188.4,85.0
302,D0001,1.016,0.679,PASS,NA,1.045,1.473,193.1,85.0
303,D0001,1.016,0.758,PASS,NA,0.966,1.319,197.9,85.0
304,D0001,1.016,0.837,PASS,NA,0.887,1.195,202.6,85.0
305,D0001,1.016,0.917,PASS,NA,0.807,1.091,207.4,85.0
306,D0001,1.016,0.996,PASS,NA,0.728,1.004,212.2,85.0
307,D0001,1.016,1.075,PASS,NA,0.649,0.93,216.9,85.0
308,D0001,1.016,1.154,PASS,NA,0.57,0.867,221.6,85.0
309,D0001,1.016,1.233,PASS,NA,0.491,0.811,226.4,85.0
310,D0001,1.016,1.312,PASS,NA,0.412,0.762,231.1,85.0
311,D0001,1.016,1.392,PASS,NA,0.332,0.718,235.9,85.0
312,D0001,1.016,1.471,PASS,NA,0.253,0.68,240.7,85.0
313,D0001,1.016,1.55,PASS,NA,0.174,0.645,245.4,85.0
314,D0001,1.016,1.629,PASS,NA,0.095,0.614,250.1,85.0
315,D0001,1.016,1.708,PASS,NA,0.016,0.585,254.9,85.0
316,D0001,1.016,1.788,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.064,0.559,259.7,85.0
317,D0001,1.016,1.867,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.143,0.536,264.4,85.0
318,D0001,1.016,1.946,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.222,0.514,269.2,85.0
319,D0001,1.016,2.025,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.301,0.494,273.9,85.0
320,D0001,1.016,2.104,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.38,0.475,278.6,85.0
321,D0001,1.016,2.183,FAIL,REVERSE_SPEEDPATH_LEAKAGE,-0.459,0.458,283.4,85.0
